id_gen	symbol	log2FC_E1_vs_Ctrl	adj-p-value_E1_vs_Ctrl	log2FC_E2_vs_Ctrl	adj-p-value_E2_vs_Ctrl	log2FC_E3_vs_Ctrl	adj-p-value_E3_vs_Ctrl	log2FC_E4_vs_Ctrl	adj-p-value_E4_vs_Ctrl	BP	MF	CC	vias_reactome
ENSG00000073756	PTGS2	2.5034410000000005	0.5796144186324578	2.4490260000000017	0.0115427743950394	2.1700859999999995	0.698860893074049	0.9072776666666682	0.7655809031413812	negative regulation of cell population proliferation, maintenance of blood-brain barrier, prostaglandin secretion, negative regulation of smooth muscle contraction, positive regulation of apoptotic process, positive regulation of vascular endothelial growth factor production, angiogenesis, negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress, negative regulation of synaptic transmission, dopaminergic, cellular response to ATP, response to xenobiotic stimulus, positive regulation of cell migration involved in sprouting angiogenesis, response to manganese ion, negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, response to lipopolysaccharide, response to oxidative stress, cellular response to non-ionic osmotic stress, cellular oxidant detoxification, learning, response to angiotensin, positive regulation of fever generation, brown fat cell differentiation, bone mineralization, positive regulation of vasoconstriction, prostaglandin biosynthetic process, negative regulation of calcium ion transport, cellular response to fluid shear stress, regulation of neuroinflammatory response, positive regulation of smooth muscle cell proliferation, positive regulation of smooth muscle contraction, regulation of blood pressure, positive regulation of fibroblast growth factor production, response to vitamin D, decidualization, positive regulation of synaptic transmission, glutamatergic, response to fructose, response to tumor necrosis factor, response to glucocorticoid, cellular response to heat, response to fatty acid, positive regulation of prostaglandin biosynthetic process, cyclooxygenase pathway, response to estradiol, cellular response to mechanical stimulus, positive regulation of synaptic plasticity, negative regulation of cell cycle, memory, cellular response to hypoxia, positive regulation of nitric oxide biosynthetic process, response to nematode, positive regulation of protein import into nucleus, embryo implantation, hair cycle, positive regulation of transforming growth factor beta production, regulation of inflammatory response, cellular response to lead ion, positive regulation of peptidyl-serine phosphorylation, positive regulation of brown fat cell differentiation, positive regulation of platelet-derived growth factor production	peroxidase activity, protein binding, heme binding, metal ion binding, prostaglandin-endoperoxide synthase activity, protein homodimerization activity, enzyme binding, oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	endoplasmic reticulum membrane, neuron projection, caveola, nuclear outer membrane, protein-containing complex, endoplasmic reticulum lumen, endoplasmic reticulum, cytoplasm, nuclear inner membrane	Biosynthesis of DPAn-3 SPMs, Metabolism of lipids, Metabolism, Cytokine Signaling in Immune system, Interleukin-4 and Interleukin-13 signaling, Nicotinamide salvaging, Fatty acid metabolism, Metabolism of water-soluble vitamins and cofactors, Biosynthesis of DPA-derived SPMs, Biosynthesis of specialized proresolving mediators (SPMs), Arachidonic acid metabolism, Synthesis of Prostaglandins (PG) and Thromboxanes (TX), Signaling by Interleukins, Biosynthesis of EPA-derived SPMs, Metabolism of vitamins and cofactors, Interleukin-10 signaling, Biosynthesis of DHA-derived SPMs, Immune System, Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives, Synthesis of 15-eicosatetraenoic acid derivatives, Nicotinate metabolism
ENSG00000148848	ADAM12	1.2381530000000005	0.7457947010396346	1.9689638333333361	0.0024252796157156363	1.6330030000000013	0.5952320385538374	0.9804246666666687	0.4771767614989905	positive regulation of angiogenesis, proteolysis, myoblast fusion, cell adhesion	protein binding, metal ion binding, metalloendopeptidase activity, SH3 domain binding, metallopeptidase activity	plasma membrane, nucleoplasm, extracellular region	Signaling by EGFR, Extracellular matrix organization, Signal Transduction, Invadopodia formation, Signaling by Receptor Tyrosine Kinases
ENSG00000015413	DPEP1	2.631743499999999	0.294094137950233	2.221615166666666	0.002931588015064579	2.2016884999999995	0.48962884992490346	1.8190218333333341	0.1393264746918449	leukotriene D4 catabolic process, glutathione metabolic process, inflammatory response, negative regulation of cell migration, neutrophil chemotaxis, lactam catabolic process, glutathione catabolic process, negative regulation of apoptotic process, cellular response to xenobiotic stimulus, homocysteine metabolic process, cellular response to nitric oxide, cellular response to calcium ion, proteolysis, antibiotic metabolic process, negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	metalloexopeptidase activity, GPI anchor binding, protein binding, modified amino acid binding, dipeptidase activity, beta-lactamase activity, metallodipeptidase activity, cysteine-type endopeptidase inhibitor activity involved in apoptotic process, zinc ion binding	apical part of cell, extracellular exosome, extracellular space, apical plasma membrane, nucleoplasm, microvillus membrane, cell junction, plasma membrane, side of membrane	Parasitic Infection Pathways, Biological oxidations, Metabolism, Metabolism of lipids, Fatty acid metabolism, Leishmania infection, Leishmania parasite growth and survival, Anti-inflammatory response favouring Leishmania parasite infection, LTC4-CYSLTR mediated IL4 production, Arachidonic acid metabolism, Infectious disease, Disease, Synthesis of Leukotrienes (LT) and Eoxins (EX), Aflatoxin activation and detoxification
ENSG00000023839	ABCC2	2.334568499999997	0.15422350926691944	1.201980999999999	0.018993649644053364	0.9290284999999976	0.8036627996398332	0.6760684999999986	0.6088497639330184	transmembrane transport, bilirubin transport, transepithelial transport, leukotriene transport, heme catabolic process, bile acid and bile salt transport, transport across blood-brain barrier, xenobiotic transmembrane transport, xenobiotic transport across blood-brain barrier, xenobiotic export from cell, monoatomic anion transmembrane transport, negative regulation of gene expression, xenobiotic metabolic process	ATP binding, protein binding, ATPase-coupled transmembrane transporter activity, ABC-type transporter activity, ABC-type glutathione S-conjugate transporter activity, ABC-type xenobiotic transporter activity, ATP hydrolysis activity, bilirubin transmembrane transporter activity, ATPase-coupled inorganic anion transmembrane transporter activity, organic anion transmembrane transporter activity, xenobiotic transmembrane transporter activity	cell surface, plasma membrane, apical plasma membrane, intercellular canaliculus	ABC transporter disorders, Metabolism, Atorvastatin ADME, Paracetamol ADME, Heme degradation, ABC-family proteins mediated transport, Disease, Aspirin ADME, Metabolism of porphyrins, Transport of small molecules, Drug ADME, Disorders of transmembrane transporters, Defective ABCC2 causes DJS
ENSG00000078098	FAP	1.8136430000000017	0.3969945413929164	1.8683246666666689	0.0017907077401657367	1.4153130000000012	0.618495935602543	1.3149896666666683	0.18576104065277763	proteolysis involved in protein catabolic process, endothelial cell migration, negative regulation of extracellular matrix disassembly, positive regulation of execution phase of apoptosis, negative regulation of extracellular matrix organization, angiogenesis, regulation of collagen catabolic process, regulation of cell cycle, melanocyte apoptotic process, melanocyte proliferation, regulation of fibrinolysis, proteolysis, negative regulation of cell proliferation involved in contact inhibition, cell adhesion	protein binding, dipeptidyl-peptidase activity, serine-type peptidase activity, serine-type endopeptidase activity, endopeptidase activity, identical protein binding, peptidase activity, protein homodimerization activity, protease binding, integrin binding	apical part of cell, lamellipodium membrane, ruffle membrane, lamellipodium, basal part of cell, focal adhesion, cytoplasm, cell surface, extracellular space, membrane, peptidase complex, plasma membrane	
ENSG00000105819	PMPCB	0.4185239999999997	0.9101472907562055	0.34807566666666645	0.348419010370151	-0.8758459999999992	0.6404227435162803	-0.1570626666666639	0.9222821596061574	mitochondrial calcium ion transmembrane transport, protein processing involved in protein targeting to mitochondrion	metalloendopeptidase activity, metal ion binding	mitochondrial processing peptidase complex, mitochondrial inner membrane, mitochondrion	Protein localization, Processing of SMDT1, Mitochondrial protein import, Transport of small molecules, Mitochondrial calcium ion transport
ENSG00000138823	MTTP	0.9496589999999996	0.6957461853018998	0.3052240000000017	0.5195965699649406	1.6354189999999997	0.3436451605807248	0.2182256666666671	0.9078299010713428	sterol transport, chylomicron assembly, protein secretion, cholesterol homeostasis, establishment of localization in cell, lipoprotein metabolic process, plasma lipoprotein particle assembly, very-low-density lipoprotein particle assembly, lipoprotein transport, phospholipid transport, triglyceride transport, triglyceride metabolic process, lipid metabolic process, intermembrane lipid transfer, protein lipidation, low-density lipoprotein particle remodeling, circadian rhythm, ceramide 1-phosphate transport, response to calcium ion	phosphatidylcholine transfer activity, lipid binding, protein binding, phospholipid transporter activity, lipid transporter activity, triglyceride transfer activity, apolipoprotein binding, protein-containing complex binding, phospholipid transfer activity, phosphatidylethanolamine transfer activity, cholesterol transfer activity, ceramide 1-phosphate transfer activity, protein heterodimerization activity	receptor complex, brush border membrane, Golgi apparatus, cytosol, endoplasmic reticulum lumen, endoplasmic reticulum, vesicle, microvillus membrane, basolateral plasma membrane	Plasma lipoprotein assembly, remodeling, and clearance, LDL remodeling, VLDL assembly, Plasma lipoprotein assembly, Plasma lipoprotein remodeling, Chylomicron assembly, Transport of small molecules
ENSG00000007908	SELE	0.7287150000000011	0.9325054868945668	1.2881783333333363	0.0714016578720906	1.9976450000000012	0.5710846140573256	0.42063500000000165	0.8905317168054371	inflammatory response, activation of phospholipase C activity, response to cytokine, heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules, response to tumor necrosis factor, leukocyte cell-cell adhesion, leukocyte tethering or rolling, leukocyte migration involved in inflammatory response, positive regulation of leukocyte tethering or rolling, positive regulation of leukocyte migration, actin filament-based process, regulation of inflammatory response, positive regulation of receptor internalization, response to interleukin-1, calcium-mediated signaling, response to lipopolysaccharide	protein binding, metal ion binding, sialic acid binding, oligosaccharide binding, phospholipase binding, transmembrane signaling receptor activity	cortical cytoskeleton, caveola, perinuclear region of cytoplasm, external side of plasma membrane, clathrin-coated pit, extracellular space, membrane raft, plasma membrane	Hemostasis, Cell surface interactions at the vascular wall
ENSG00000171759	PAH	0.9625159999999999	0.41279050364953024	0.302765166666668	0.33312932601960915	0.2629109999999999	0.9440747774025231	0.45686266666666686	0.5115502549111511	catecholamine biosynthetic process, tyrosine biosynthetic process, neurotransmitter biosynthetic process, amino acid biosynthetic process, L-phenylalanine catabolic process, tyrosine biosynthetic process, by oxidation of phenylalanine	phenylalanine 4-monooxygenase activity, iron ion binding		Phenylalanine metabolism, Metabolism, Phenylalanine and tyrosine metabolism, Disease, Metabolism of amino acids and derivatives, Phenylketonuria, Diseases of metabolism
ENSG00000068366	ACSL4	1.5658949999999976	0.3104805931089988	1.8898799999999998	0.000203034854511681	1.1124649999999967	0.6124735194762133	1.1638116666666658	0.11343291841534406	lipid metabolic process, long-chain fatty acid metabolic process, long-chain fatty-acyl-CoA metabolic process, fatty acid metabolic process, neuron differentiation, long-chain fatty-acyl-CoA biosynthetic process, positive regulation of insulin secretion, embryonic process involved in female pregnancy	ATP binding, very long-chain fatty acid-CoA ligase activity, arachidonate-CoA ligase activity, long-chain fatty acid-CoA ligase activity, palmitoyl-CoA ligase activity	endoplasmic reticulum membrane, extracellular exosome, mitochondrial outer membrane, peroxisomal membrane, lipid droplet, endoplasmic reticulum, cytoplasm, mitochondria-associated endoplasmic reticulum membrane, membrane, plasma membrane	Regulation of insulin secretion, Metabolism of lipids, Metabolism, Integration of energy metabolism, Fatty acid metabolism, Intracellular metabolism of fatty acids regulates insulin secretion, Fatty acyl-CoA biosynthesis, Synthesis of very long-chain fatty acyl-CoAs, Free fatty acids regulate insulin secretion
ENSG00000158201	ABHD3	-2.136360999999998	0.02424349447949624	-0.9219218333333306	0.004376052173766743	-1.9454359999999982	0.06817946824047211	-1.497269333333331	0.003659571118053753	medium-chain fatty acid biosynthetic process, phosphatidylcholine biosynthetic process, medium-chain fatty acid catabolic process, phosphatidylcholine metabolic process	acetylesterase activity, acylglycerol lipase activity, phosphatidylserine 1-acylhydrolase activity, phospholipase A2 activity, phospholipase A1 activity, 1-acyl-2-lysophosphatidylserine acylhydrolase activity	plasma membrane, cellular_component	Metabolism of lipids, Metabolism, Phospholipid metabolism, Synthesis of PC, Glycerophospholipid biosynthesis
ENSG00000137673	MMP7	0.4364700000000008	0.9743390983018787	3.8150533333333367	0.0001942512554629933	0.6239200000000009	0.957328495347211	3.971906666666669	0.0056938605174688085	extracellular matrix organization, membrane protein ectodomain proteolysis, collagen catabolic process, positive regulation of cell migration, extracellular matrix disassembly, proteolysis, membrane protein intracellular domain proteolysis	protein binding, serine-type endopeptidase activity, endopeptidase activity, metalloendopeptidase activity, metallopeptidase activity, zinc ion binding	extracellular exosome, extracellular region, extracellular space, extracellular matrix	Extra-nuclear estrogen signaling, Extracellular matrix organization, Collagen degradation, Signal Transduction, ESR-mediated signaling, Assembly of collagen fibrils and other multimeric structures, Signaling by Nuclear Receptors, Collagen formation, Degradation of the extracellular matrix, Activation of Matrix Metalloproteinases
ENSG00000137573	SULF1	2.875990999999998	0.17661953164754962	2.6742726666666696	0.0003690404621993983	1.7286710000000012	0.6005321234428539	2.166481000000002	0.041396826019688054	vascular endothelial growth factor receptor signaling pathway, glomerular filtration, glial cell-derived neurotrophic factor receptor signaling pathway, positive regulation of vascular endothelial growth factor production, negative regulation of angiogenesis, esophagus smooth muscle contraction, positive regulation of BMP signaling pathway, embryonic skeletal system development, negative regulation of cell migration, positive regulation of Wnt signaling pathway, negative regulation of prostatic bud formation, apoptotic process, chondrocyte development, glomerular basement membrane development, heparan sulfate proteoglycan metabolic process, kidney development, negative regulation of endothelial cell proliferation, innervation, negative regulation of fibroblast growth factor receptor signaling pathway, regulation of fibroblast growth factor receptor signaling pathway, bone development, cartilage development	glycosaminoglycan binding, arylsulfatase activity, calcium ion binding, N-acetylglucosamine-6-sulfatase activity	Golgi apparatus, endoplasmic reticulum, cell surface, extracellular space, membrane raft, collagen-containing extracellular matrix, plasma membrane, Golgi stack	
ENSG00000088002	SULT2B1	0.7688779999999982	0.35784659874141866	0.11289716666666738	0.6683643268927862	1.440027999999999	0.05975750207021738	0.48395800000000033	0.25277334766538234	negative regulation of cell population proliferation, sulfation, steroid metabolic process, 3'-phosphoadenosine 5'-phosphosulfate metabolic process, positive regulation of epidermal cell differentiation, cholesterol metabolic process	nucleic acid binding, protein binding, steroid hormone binding, cholesterol sulfotransferase activity, sulfotransferase activity, cholesterol binding, steroid sulfotransferase activity, small molecule binding	intracellular membrane-bounded organelle, extracellular exosome, nucleus, cytosol, endoplasmic reticulum, cytoplasm	Cytosolic sulfonation of small molecules, Metabolism, Phase II - Conjugation of compounds, Biological oxidations
ENSG00000172031	EPHX4	1.3807279999999995	0.5166724560637321	0.9654830000000016	0.044751719039647794	0.5860779999999997	0.9083128579659308	0.7981646666666666	0.46290345811991046		hydrolase activity, protein binding		
ENSG00000111799	COL12A1	3.5406550000000028	0.05452020429955543	3.1037458333333348	3.8939276125172844e-05	2.8479200000000002	0.19143882279201083	1.8782266666666683	0.0555188062533754	endodermal cell differentiation, cell adhesion, collagen fibril organization	extracellular matrix structural constituent conferring tensile strength	extracellular exosome, collagen type XII trimer, extracellular vesicle, endoplasmic reticulum lumen, extracellular space, collagen-containing extracellular matrix, extracellular region	Extracellular matrix organization, Collagen degradation, Collagen chain trimerization, Assembly of collagen fibrils and other multimeric structures, Collagen formation, Collagen biosynthesis and modifying enzymes, Degradation of the extracellular matrix
ENSG00000139289	PHLDA1	0.8812520000000035	0.6658689086918139	1.1406953333333387	0.00424258210333947	1.009642000000003	0.6013871375045732	0.7532520000000034	0.3233421044769893	FasL biosynthetic process, apoptotic process, positive regulation of apoptotic process	phosphatidylinositol phosphate binding, protein binding	cytoplasmic vesicle, nucleolus, nucleus, cytosol, nucleoplasm	Interaction between PHLDA1 and AURKA, G2/M Transition, Cell Cycle, Mitotic, Mitotic G2-G2/M phases, Cell Cycle
ENSG00000204531	POU5F1	0.22105450000000193	0.9415529948572773	0.4129978333333373	0.07605541631856691	0.421409500000002	0.8096779988643263	-0.13500549999999745	0.8925644783024403	regulation of transcription by RNA polymerase II, anatomical structure morphogenesis, regulation of asymmetric cell division, response to wounding, regulation of gene expression, somatic stem cell population maintenance, positive regulation of transcription by RNA polymerase II, regulation of DNA-templated transcription, endodermal cell fate specification, negative regulation of miRNA-mediated gene silencing, negative regulation of transcription by RNA polymerase II, blastocyst development, negative regulation of miRNA transcription	RNA binding, ubiquitin protein ligase binding, DNA binding, protein binding, sequence-specific DNA binding, DNA-binding transcription factor activity, miRNA binding, DNA-binding transcription repressor activity, RNA polymerase II-specific, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, transcription cis-regulatory region binding, sequence-specific double-stranded DNA binding	nucleus, cytosol, cytoplasm, mitochondrion, nucleoplasm	Gastrulation, Specification of primordial germ cells, POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation, Germ layer formation at gastrulation, Reproduction, Transcriptional regulation of pluripotent stem cells, Developmental Biology, POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation
ENSG00000166670	MMP10	2.3271240000000013	0.24246063547840524	2.17991066666667	0.0007730007234111299	2.767284000000001	0.19143882279201083	1.3892140000000026	0.18114869455967295	extracellular matrix disassembly, collagen catabolic process, proteolysis, extracellular matrix organization	metalloendopeptidase activity, zinc ion binding, serine-type endopeptidase activity	extracellular region, extracellular space, extracellular matrix	Activation of Matrix Metalloproteinases, Degradation of the extracellular matrix, Extracellular matrix organization, Collagen degradation
ENSG00000108244	KRT23	2.399143999999997	0.23697219026823407	1.4009098333333334	0.018533664772187854	1.6596889999999984	0.5663717578392001	0.9451023333333337	0.4825901436960212	intermediate filament organization, epithelial cell differentiation	structural molecule activity, protein binding	cytoskeleton, intermediate filament, cytosol	Keratinization, Developmental Biology, Formation of the cornified envelope
ENSG00000007933	FMO3	1.2842540000000007	0.1665554533193385	0.6558240000000026	0.0223505014567637	0.31609400000000054	0.920562857307997	0.4793440000000011	0.45217390133064916		flavin adenine dinucleotide binding, protein binding, trimethylamine monooxygenase activity, albendazole monooxygenase activity, hypotaurine dehydrogenase activity, NADP binding, N,N-dimethylaniline monooxygenase activity	endoplasmic reticulum membrane, intracellular membrane-bounded organelle	Metabolic disorders of biological oxidation enzymes, Defective FMO3 causes TMAU, Biological oxidations, Metabolism, Phase I - Functionalization of compounds, Disease, FMO oxidises nucleophiles, Diseases of metabolism
ENSG00000169429	CXCL8	2.6886690000000018	0.21409838153646177	2.89493066666667	0.00016311429181243306	2.5774489999999988	0.31555582692065937	1.6616523333333353	0.1383770822542379	negative regulation of cell population proliferation, inflammatory response, neutrophil chemotaxis, negative regulation of G protein-coupled receptor signaling pathway, response to endoplasmic reticulum stress, positive regulation of gene expression, angiogenesis, negative regulation of cell adhesion molecule production, negative regulation of gene expression, signal transduction, antimicrobial humoral immune response mediated by antimicrobial peptide, chemokine-mediated signaling pathway, cellular response to tumor necrosis factor, positive regulation of angiogenesis, response to molecule of bacterial origin, regulation of single stranded viral RNA replication via double stranded DNA intermediate, neutrophil activation, calcium-mediated signaling, G protein-coupled receptor signaling pathway, receptor internalization, cellular response to fibroblast growth factor stimulus, chemotaxis, regulation of entry of bacterium into host cell, positive regulation of cellular biosynthetic process, intracellular signal transduction, positive regulation of neutrophil chemotaxis, embryonic digestive tract development, cellular response to interleukin-1, regulation of cell adhesion, cellular response to lipopolysaccharide, induction of positive chemotaxis	interleukin-8 receptor binding, protein binding, CXCR chemokine receptor binding, heparin binding, chemokine activity	extracellular region, extracellular space	Cytokine Signaling in Immune system, Class A/1 (Rhodopsin-like receptors), Unfolded Protein Response (UPR), Interleukin-4 and Interleukin-13 signaling, Cellular Senescence, GPCR downstream signalling, Senescence-Associated Secretory Phenotype (SASP), ATF4 activates genes in response to endoplasmic reticulum  stress, Signaling by Interleukins, Signal Transduction, Cellular responses to stress, Signaling by GPCR, Peptide ligand-binding receptors, PERK regulates gene expression, G alpha (i) signalling events, Interleukin-10 signaling, Immune System, Chemokine receptors bind chemokines, GPCR ligand binding, Cellular responses to stimuli
ENSG00000178773	CPNE7	0.8923880000000004	0.6518311758757964	0.7311663333333343	0.050540022539628845	0.9468879999999995	0.6326246117102162	0.7081480000000013	0.36070066982592003	cellular response to calcium ion, lipid metabolic process	metal ion binding, calcium-dependent phospholipid binding, protein binding	cytoplasm, extracellular exosome, nucleus, plasma membrane	Metabolism of lipids, Metabolism, Phospholipid metabolism, Glycerophospholipid biosynthesis
ENSG00000103888	CEMIP	2.013383499999997	0.31814833552711647	2.9264718333333315	3.8939276125172844e-05	2.1638334999999946	0.3373192833785162	1.9355084999999983	0.03241816095869816	positive regulation of release of sequestered calcium ion into cytosol, sensory perception of sound, positive regulation of peptidyl-threonine phosphorylation, positive regulation of cell migration, positive regulation of protein targeting to membrane, hyaluronan catabolic process, positive regulation of protein kinase C activity, hyaluronan biosynthetic process	protein binding, hyalurononglucosaminidase activity, clathrin heavy chain binding, ER retention sequence binding, hyaluronic acid binding	fibrillar center, clathrin-coated endocytic vesicle, nuclear membrane, clathrin-coated pit, endoplasmic reticulum, cytoplasm, extracellular region, clathrin-coated vesicle membrane, plasma membrane	Glycosaminoglycan metabolism, Hyaluronan metabolism, Metabolism of carbohydrates, Metabolism, Hyaluronan biosynthesis and export
ENSG00000115386	REG1A	0.20071350000000088	0.9750329507994906	0.7151726666666676	0.08203428575095852	0.6096135000000009	0.8662616660291931	1.1655451666666687	0.09638779726468344	signal transduction, antimicrobial humoral immune response mediated by antimicrobial peptide, response to peptide hormone, cell wall disruption in another organism, positive regulation of cell population proliferation	signaling receptor activity, peptidoglycan binding, growth factor activity, oligosaccharide binding, molecular function inhibitor activity	extracellular exosome, extracellular space	
ENSG00000175832	ETV4	1.6355365000000006	0.07418231648008095	1.391109000000002	0.00010138063385170537	1.9610615000000013	0.0494366079516304	1.5397598333333349	0.00280898906681181	cell differentiation, positive regulation of keratinocyte differentiation, positive regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II	protein binding, DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific double-stranded DNA binding	nucleolus, nucleus, chromatin, chromosome, nucleoplasm	Signal Transduction, MAPK family signaling cascades, MAPK6/MAPK4 signaling
