id_gen	symbol	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000074800	ENO1	1.0068347847222583	2.303399043753732e-18	Glucose metabolism, Metabolism, Metabolism of carbohydrates, Gluconeogenesis, Infection with Mycobacterium tuberculosis, Response of Mtb to phagocytosis, Manipulation of host energy metabolism, Infectious disease, Glycolysis, Disease, Bacterial Infection Pathways	negative regulation of cell growth, response to virus, glycolytic process, canonical glycolysis, negative regulation of transcription by RNA polymerase II, gluconeogenesis, positive regulation of plasminogen activation, negative regulation of DNA-templated transcription, positive regulation of muscle contraction, positive regulation of ATP biosynthetic process, negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	transcription corepressor binding, DNA-binding transcription repressor activity, RNA polymerase II-specific, GTPase binding, magnesium ion binding, protein homodimerization activity, cadherin binding, phosphopyruvate hydratase activity, transcription corepressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding, protein binding, RNA binding	cytosol, extracellular exosome, nucleus, extracellular space, membrane, nuclear outer membrane, cell cortex, M band, cell surface, plasma membrane, phosphopyruvate hydratase complex, cytoplasm
ENSG00000159674	SPON2	1.0576064861111352	2.5298840557325504e-18	Defective B3GALTL causes PpS, O-glycosylation of TSR domain-containing proteins, O-linked glycosylation, Metabolism of proteins, Diseases of glycosylation, Diseases of metabolism, Post-translational protein modification, Diseases associated with O-glycosylation of proteins, Disease	innate immune response, defense response to virus, cell adhesion, opsonization, cellular response to lipopolysaccharide, positive regulation of tumor necrosis factor production, induction of bacterial agglutination, defense response to fungus, positive regulation of macrophage cytokine production, positive regulation of interleukin-6 production, mast cell mediated immunity	metal ion binding, antigen binding, protein binding, lipopolysaccharide binding	extracellular matrix, extracellular exosome
ENSG00000111907	TPD52L1	-1.091361729166645	3.074581774092466e-18	Golgi Associated Vesicle Biogenesis, trans-Golgi Network Vesicle Budding, Membrane Trafficking, Vesicle-mediated transport	positive regulation of apoptotic signaling pathway, positive regulation of MAP kinase activity, G2/M transition of mitotic cell cycle, positive regulation of JNK cascade	protein homodimerization activity, protein binding, identical protein binding	perinuclear region of cytoplasm, cytoplasm
ENSG00000130635	COL5A1	1.233980666666694	4.050762722800801e-18	Collagen chain trimerization, Nervous system development, Signaling by PDGF, Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, Axon guidance, NCAM signaling for neurite out-growth, Signaling by Receptor Tyrosine Kinases, NCAM1 interactions, Syndecan interactions, Signal Transduction, MET activates PTK2 signaling, Degradation of the extracellular matrix, Extracellular matrix organization, Signaling by MET, Developmental Biology, Collagen degradation, Assembly of collagen fibrils and other multimeric structures, Integrin cell surface interactions, MET promotes cell motility, Collagen formation, ECM proteoglycans	collagen biosynthetic process, cell adhesion, cell migration, skin development, regulation of cellular component organization, collagen fibril organization, blood vessel development, tendon development, supramolecular fiber organization, wound healing, spreading of epidermal cells, integrin biosynthetic process, eye morphogenesis, heart morphogenesis, negative regulation of endodermal cell differentiation	integrin binding, platelet-derived growth factor binding, heparin binding, metal ion binding, proteoglycan binding, extracellular matrix structural constituent conferring tensile strength, protein binding	collagen-containing extracellular matrix, basement membrane, collagen type XI trimer, extracellular region, collagen type V trimer, endoplasmic reticulum lumen, extracellular space
ENSG00000139629	GALNT6	-1.321339513888864	4.313097944532927e-18	Metabolism of proteins, Post-translational protein modification, O-linked glycosylation of mucins, O-linked glycosylation	O-glycan processing, protein O-linked glycosylation, protein O-linked glycosylation via threonine	metal ion binding, polypeptide N-acetylgalactosaminyltransferase activity, protein binding, carbohydrate binding	Golgi membrane, Golgi apparatus, perinuclear region of cytoplasm
ENSG00000162783	IER5	1.1593556666666922	6.7574234891172055e-18		positive regulation of cellular response to heat, positive regulation of transcription by RNA polymerase II, regulation of cell population proliferation, cellular response to heat	protein binding, identical protein binding	cytoplasm, nucleoplasm, nucleolus, nucleus
ENSG00000072110	ACTN1	1.040929583333373	9.558561026568416e-18	Signaling by Rho GTPases, Miro GTPases and RHOBTB3, RHOBTB GTPase Cycle, Cell-extracellular matrix interactions, RHOD GTPase cycle, Hemostasis, Cell junction organization, Non-integrin membrane-ECM interactions, RHO GTPase cycle, Syndecan interactions, Signal Transduction, Platelet degranulation , RHOBTB2 GTPase cycle, Extracellular matrix organization, Cell-Cell communication, Signaling by Rho GTPases, RHOF GTPase cycle, Platelet activation, signaling and aggregation, Response to elevated platelet cytosolic Ca2+, Regulation of cytoskeletal remodeling and cell spreading by IPP complex components, Nephrin family interactions	actin cytoskeleton organization, focal adhesion assembly, muscle cell development, actin filament bundle assembly, regulation of apoptotic process, platelet aggregation, platelet morphogenesis, platelet activation, positive regulation of DNA-templated transcription, actin filament network formation, platelet formation, actin filament organization, postsynapse organization	actin filament binding, double-stranded RNA binding, integrin binding, transmembrane transporter binding, vinculin binding, protein homodimerization activity, nuclear receptor coactivator activity, calcium ion binding, protein binding, structural constituent of postsynapse	Z disc, stress fiber, pseudopodium, focal adhesion, extracellular space, glutamatergic synapse, cell-cell junction, extracellular region, ruffle, cytoplasm, cytosol, extracellular exosome, platelet alpha granule lumen, cell projection, cell junction, actin filament, fascia adherens, cortical actin cytoskeleton, plasma membrane, brush border
ENSG00000012660	ELOVL5	0.6439686180555801	1.6545173219408826e-17	Metabolism, alpha-linolenic (omega3) and linoleic (omega6) acid metabolism, Synthesis of very long-chain fatty acyl-CoAs, Fatty acid metabolism, Metabolism of lipids, Fatty acyl-CoA biosynthesis, Linoleic acid (LA) metabolism, alpha-linolenic acid (ALA) metabolism	very long-chain fatty acid biosynthetic process, long-chain fatty-acyl-CoA biosynthetic process, fatty acid elongation, polyunsaturated fatty acid, unsaturated fatty acid biosynthetic process, linoleic acid metabolic process, sphingolipid biosynthetic process, fatty acid elongation, saturated fatty acid, positive regulation of fatty acid biosynthetic process, alpha-linolenic acid metabolic process, fatty acid elongation, monounsaturated fatty acid	protein binding, fatty acid elongase activity	dendrite, membrane, neuronal cell body, endoplasmic reticulum, dendritic tree, endoplasmic reticulum membrane
ENSG00000119782	FKBP1B	-0.7356701111110899	2.2548301405223185e-17	Cardiac conduction, Ion channel transport, Ion homeostasis, Muscle contraction, Transport of small molecules, Stimuli-sensing channels	protein maturation by protein folding, negative regulation of ryanodine-sensitive calcium-release channel activity, positive regulation of axon regeneration, release of sequestered calcium ion into cytosol, regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion, regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum, response to hydrogen peroxide, negative regulation of insulin secretion involved in cellular response to glucose stimulus, response to redox state, calcium-mediated signaling using intracellular calcium source, protein peptidyl-prolyl isomerization, smooth muscle contraction, positive regulation of sequestering of calcium ion, 'de novo' protein folding, response to vitamin E, regulation of ryanodine-sensitive calcium-release channel activity, T cell proliferation, negative regulation of heart rate, protein refolding, neuronal action potential propagation, cell communication by electrical coupling involved in cardiac conduction, negative regulation of phosphoprotein phosphatase activity, positive regulation of cytosolic calcium ion concentration, negative regulation of release of sequestered calcium ion into cytosol, regulation of cytosolic calcium ion concentration, insulin secretion involved in cellular response to glucose stimulus	ryanodine-sensitive calcium-release channel activity, peptidyl-prolyl cis-trans isomerase activity, calcium channel inhibitor activity, transmembrane transporter binding, signaling receptor binding, protein binding, FK506 binding, cyclic nucleotide binding	cytosol, Z disc, calcium channel complex, membrane, sarcoplasmic reticulum membrane, cytoplasm
ENSG00000152377	SPOCK1	1.2501559166666798	2.5812994807707827e-17		neurogenesis, cell adhesion, negative regulation of neuron projection development, nervous system development, neuron migration, negative regulation of cell-substrate adhesion, negative regulation of endopeptidase activity, central nervous system neuron differentiation, regulation of cell growth	metalloendopeptidase inhibitor activity, cysteine-type endopeptidase inhibitor activity, calcium ion binding, protein binding, serine-type endopeptidase inhibitor activity	node of Ranvier, neuromuscular junction, sarcoplasm, postsynaptic density, extracellular space, cytoplasm
ENSG00000182795	C1orf116	-1.055297368055525	2.9452864690432903e-17			molecular_function, protein binding	extracellular exosome, cytosol, plasma membrane, cytoplasm
ENSG00000106624	AEBP1	1.195442361111132	3.778932258996147e-17		peptide metabolic process, negative regulation of transcription by RNA polymerase II, protein processing, regulation of collagen fibril organization	calmodulin binding, extracellular matrix structural constituent, DNA-binding transcription repressor activity, RNA polymerase II-specific, zinc ion binding, metallocarboxypeptidase activity, collagen binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding	collagen-containing extracellular matrix, extracellular exosome, nucleus, extracellular region, extracellular space, cytoplasm
ENSG00000136059	VILL	-1.3105386249999746	1.0387070059968131e-16		actin polymerization or depolymerization, actin filament severing, barbed-end actin filament capping	actin filament binding, structural constituent of cytoskeleton, phosphatidylinositol-4,5-bisphosphate binding	actin cytoskeleton, cytoplasm
ENSG00000120875	DUSP4	-1.248189493055535	1.1136834959559622e-16	Toll Like Receptor 3 (TLR3) Cascade, MyD88 cascade initiated on plasma membrane, Toll Like Receptor TLR1:TLR2 Cascade, MAPK family signaling cascades, Immune System, Toll Like Receptor 2 (TLR2) Cascade, Toll Like Receptor 9 (TLR9) Cascade, Interleukin-17 signaling, Signaling by NTRKs, MyD88:MAL(TIRAP) cascade initiated on plasma membrane, Signaling by Interleukins, MAPK1/MAPK3 signaling, MyD88 dependent cascade initiated on endosome, MAPK targets/ Nuclear events mediated by MAP kinases, Toll Like Receptor 10 (TLR10) Cascade, Toll Like Receptor 4 (TLR4) Cascade, Nuclear Events (kinase and transcription factor activation), RAF-independent MAPK1/3 activation, MyD88-independent TLR4 cascade , TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation, RAF/MAP kinase cascade, Signaling by NTRK1 (TRKA), Signaling by Receptor Tyrosine Kinases, Innate Immune System, ERKs are inactivated, Signal Transduction, TRIF(TICAM1)-mediated TLR4 signaling , Negative regulation of MAPK pathway, Toll Like Receptor 7/8 (TLR7/8) Cascade, MAP kinase activation, Toll-like Receptor Cascades, Toll Like Receptor TLR6:TLR2 Cascade, Cytokine Signaling in Immune system, Toll Like Receptor 5 (TLR5) Cascade, ERK/MAPK targets	negative regulation of ERK1 and ERK2 cascade, negative regulation of MAPK cascade, dephosphorylation, protein dephosphorylation, endoderm formation	myosin phosphatase activity, protein tyrosine phosphatase activity, MAP kinase tyrosine phosphatase activity, phosphatase activity, MAP kinase tyrosine/serine/threonine phosphatase activity, MAP kinase serine/threonine phosphatase activity, protein binding, protein tyrosine/threonine phosphatase activity	cytoplasm, nucleoplasm, nucleus
ENSG00000182952	HMGN4	0.6186638750000366	3.306081158067142e-16			nucleosomal DNA binding, protein binding, chromatin binding	chromatin, nucleus
ENSG00000075618	FSCN1	0.8297353611111316	3.877863397309642e-16	Interleukin-4 and Interleukin-13 signaling, Immune System, Cytokine Signaling in Immune system, Signaling by Interleukins	actin cytoskeleton organization, cell migration, positive regulation of podosome assembly, cell-cell junction assembly, regulation of microvillus assembly, actin filament bundle assembly, regulation of actin cytoskeleton organization, microspike assembly, positive regulation of extracellular matrix disassembly, establishment or maintenance of cell polarity, establishment of apical/basal cell polarity, positive regulation of filopodium assembly, positive regulation of lamellipodium assembly, parallel actin filament bundle assembly, cell motility	actin filament binding, protein-macromolecule adaptor activity, actin binding, cadherin binding, protein binding, RNA binding	podosome, cytosol, microspike, microvillus, growth cone, extracellular exosome, cell projection membrane, stress fiber, cell-cell junction, cell cortex, ruffle, actin cytoskeleton, cytoskeleton, filopodium, lamellipodium, cytoplasm
ENSG00000140937	CDH11	0.8228529444444668	4.749967064124314e-16	Regulation of CDH11 Expression and Function, Cell junction organization, Regulation of CDH11 function, Regulation of Expression and Function of Type II Classical Cadherins, Regulation of Homotypic Cell-Cell Adhesion, Cell-Cell communication, Regulation of CDH11 mRNA translation by microRNAs, Cell-cell junction organization, Adherens junctions interactions, CDH11 homotypic and heterotypic interactions	cell morphogenesis, multicellular organism development, calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules, cell adhesion, cell migration, cell-cell junction assembly, cell-cell adhesion mediated by cadherin, negative regulation of cell migration, focal adhesion assembly, skeletal system development, aortic valve formation, modulation of chemical synaptic transmission, ossification, homophilic cell adhesion via plasma membrane adhesion molecules, adherens junction organization, corticospinal tract morphogenesis	cadherin binding, calcium ion binding	extracellular exosome, Schaffer collateral - CA1 synapse, catenin complex, glutamatergic synapse, plasma membrane, adherens junction, cytoplasm
ENSG00000182107	TMEM30B	-1.3471909583333126	5.792311886525645e-16		aminophospholipid translocation, positive regulation of protein exit from endoplasmic reticulum, aminophospholipid transport, phospholipid translocation	aminophospholipid flippase activity, protein binding	phospholipid-translocating ATPase complex, plasma membrane, endoplasmic reticulum, Golgi apparatus
ENSG00000179674	ARL14	-1.700211777777758	7.14269976789588e-16		vesicle-mediated transport, intracellular protein transport	GTP binding, protein binding, GTPase activity	cytoplasmic vesicle, cytoplasm
ENSG00000116133	DHCR24	-1.1370247222221934	9.114835334609917e-16	Cholesterol biosynthesis via desmosterol, Metabolism, Cholesterol biosynthesis via lathosterol, Metabolism of lipids, Cholesterol biosynthesis, Metabolism of steroids	response to oxidative stress, amyloid precursor protein catabolic process, plasminogen activation, negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, negative regulation of cell population proliferation, Ras protein signal transduction, male genitalia development, cholesterol biosynthetic process via lathosterol, skin development, steroid metabolic process, cholesterol biosynthetic process via desmosterol, regulation of neuron death, apoptotic process, protein localization, negative regulation of apoptotic process, tissue development, regulation of cell cycle, cholesterol biosynthetic process, response to hormone, membrane organization	delta24-sterol reductase activity, delta24(24-1) sterol reductase activity, enzyme binding, peptide antigen binding, FAD binding, protein binding, oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	nucleus, membrane, endoplasmic reticulum, Golgi membrane, endoplasmic reticulum membrane, cytoplasm
ENSG00000080493	SLC4A4	-0.8498317777777586	9.358825441581748e-16	Disorders of transmembrane transporters, Transport of inorganic cations/anions and amino acids/oligopeptides, Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA), SLC transporter disorders, SLC-mediated transmembrane transport, Transport of small molecules, Disease, Bicarbonate transporters	inorganic anion transport, regulation of intracellular pH, sodium ion transmembrane transport, transport across blood-brain barrier, regulation of membrane potential, positive regulation of glycolytic process, sodium ion transport, bicarbonate transport, monoatomic anion transmembrane transport, transmembrane transport, sodium ion export across plasma membrane	monoatomic anion transmembrane transporter activity, sodium:bicarbonate symporter activity, symporter activity, identical protein binding, solute:inorganic anion antiporter activity, protein binding	extracellular exosome, membrane, basolateral plasma membrane, cell surface, plasma membrane
ENSG00000129009	ISLR	1.1997631666666957	1.205968748589639e-15	Platelet degranulation , Response to elevated platelet cytosolic Ca2+, Platelet activation, signaling and aggregation, Hemostasis			extracellular region, extracellular exosome, platelet alpha granule lumen
ENSG00000141448	GATA6	-1.4598460416666423	1.5295322014460509e-15	Metabolism of proteins, Cardiogenesis, Surfactant metabolism, Gastrulation, Formation of definitive endoderm, Developmental Biology, Factors involved in megakaryocyte development and platelet production, Hemostasis	positive regulation of cardiac muscle cell apoptotic process, positive regulation of transforming growth factor beta activation, negative regulation of miRNA transcription, type II pneumocyte differentiation, response to xenobiotic stimulus, response to estrogen, negative regulation of transcription by RNA polymerase II, animal organ formation, G1 to G0 transition involved in cell differentiation, skin epidermis development, phospholipid metabolic process, sebaceous gland cell differentiation, cardiac vascular smooth muscle cell differentiation, outflow tract septum morphogenesis, sinoatrial node development, positive regulation of angiogenesis, pancreatic A cell differentiation, response to growth factor, odontogenesis of dentin-containing tooth, positive regulation of BMP signaling pathway, type B pancreatic cell differentiation, cellular response to gonadotropin stimulus, cellular response to BMP stimulus, stem cell differentiation, intestinal epithelial cell differentiation, cell fate commitment, gene expression, atrioventricular canal development, in utero embryonic development, cellular response to hypoxia, positive regulation of cardiac muscle myoblast proliferation, response to toxic substance, cardiac muscle hypertrophy in response to stress, negative regulation of apoptotic process, response to retinoic acid, positive regulation of transcription by RNA polymerase II, smooth muscle cell differentiation, positive regulation of cardiac muscle cell proliferation, lung saccule development, regulation of antimicrobial humoral response, negative regulation of transforming growth factor beta2 production, negative regulation of sebum secreting cell proliferation, cardiac muscle cell differentiation, cardiac muscle cell proliferation, heart contraction, tube morphogenesis, club cell differentiation, liver development, response to cAMP, endodermal cell fate determination, negative regulation of transforming growth factor beta1 production, negative regulation of DNA-templated transcription, positive regulation of DNA-templated transcription, epithelial cell differentiation, male gonad development, atrioventricular node development	RNA polymerase II cis-regulatory region sequence-specific DNA binding, transcription cis-regulatory region binding, sequence-specific double-stranded DNA binding, DNA-binding transcription factor activity, zinc ion binding, transcription coactivator binding, NFAT protein binding, DNA-binding transcription factor binding, DNA-binding transcription factor activity, RNA polymerase II-specific, protein kinase binding, protein binding, chromatin binding	nucleus, nucleoplasm, nuclear membrane, transcription regulator complex, chromatin
ENSG00000188488	SERPINA5	-1.0062920833333138	1.5490471766160657e-15	Intrinsic Pathway of Fibrin Clot Formation, Formation of Fibrin Clot (Clotting Cascade), Common Pathway of Fibrin Clot Formation, Hemostasis	fusion of sperm to egg plasma membrane involved in single fertilization, negative regulation of hydrolase activity, negative regulation of endopeptidase activity, lipid transport, spermatogenesis	acrosin binding, retinoic acid binding, phosphatidylcholine binding, heparin binding, protease binding, glycosaminoglycan binding, protein binding, serine-type endopeptidase inhibitor activity	protein C inhibitor-TMPRSS11E complex, protein C inhibitor-thrombin complex, acrosomal membrane, protein C inhibitor-PLAU complex, protein-containing complex, extracellular space, collagen-containing extracellular matrix, protein C inhibitor-coagulation factor XI complex, extracellular region, external side of plasma membrane, protein C inhibitor-KLK3 complex, extracellular exosome, protein C inhibitor-coagulation factor Xa complex, membrane, protein C inhibitor-coagulation factor V complex, platelet dense tubular network, platelet alpha granule, protein C inhibitor-plasma kallikrein complex, protein C inhibitor-TMPRSS7 complex, protein C inhibitor-PLAT complex
ENSG00000167460	TPM4	0.807026958333358	4.928073588121211e-15	Diseases of signal transduction by growth factor receptors and second messengers, Signaling by ALK fusions and activated point mutants, RHOV GTPase cycle, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, RHO GTPase cycle, Signal Transduction, Striated Muscle Contraction, Muscle contraction, Smooth Muscle Contraction, Signaling by ALK in cancer, Disease, Signaling by Rho GTPases	osteoblast differentiation, actin filament organization, muscle contraction	actin filament binding, structural constituent of muscle, identical protein binding, protein heterodimerization activity, protein homodimerization activity, calcium ion binding, protein binding	podosome, cytosol, extracellular exosome, actin filament, membrane, stress fiber, focal adhesion, muscle thin filament tropomyosin, cytoskeleton, cortical cytoskeleton
ENSG00000119335	SET	0.3881930833333751	7.551589189572061e-15	M Phase, Metabolism of RNA, Regulation of mRNA stability by proteins that bind AU-rich elements, Mitotic Prophase, Condensation of Prophase Chromosomes, HuR (ELAVL1) binds and stabilizes mRNA, Cell Cycle, Cell Cycle, Mitotic	negative regulation of histone acetylation, DNA replication, negative regulation of DNA-templated transcription, nucleosome assembly, nucleosome disassembly, negative regulation of neuron apoptotic process	protein phosphatase regulator activity, DNA binding, histone binding, protein phosphatase inhibitor activity, protein binding, chromatin binding	cytosol, nucleus, nucleoplasm, endoplasmic reticulum, perinuclear region of cytoplasm, chromatin, lipid droplet, protein-containing complex, cytoplasm
ENSG00000113657	DPYSL3	1.3567323958333644	1.0311429457094376e-14	Nervous system development, Axon guidance, Developmental Biology, Semaphorin interactions, CRMPs in Sema3A signaling	neuron development, cellular response to cytokine stimulus, pyrimidine nucleobase catabolic process, negative regulation of cell migration, negative regulation of neuron projection development, actin filament bundle assembly, actin crosslink formation, response to axon injury, positive regulation of neuron projection development, positive regulation of filopodium assembly	SH3 domain binding, identical protein binding, chondroitin sulfate binding, filamin binding, hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides, protein binding, dihydropyrimidinase activity	cytosol, synapse, growth cone, filamentous actin, exocytic vesicle, cell body, lamellipodium, extracellular space
ENSG00000165841	CYP2C19	-0.4234729861110908	1.5330376171773965e-14	CYP2E1 reactions, Metabolism, Arachidonic acid metabolism, Aspirin ADME, Biological oxidations, Phase I - Functionalization of compounds, Xenobiotics, Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE), Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET), Fatty acid metabolism, Cytochrome P450 - arranged by substrate type, Drug ADME, Metabolism of lipids	epoxygenase P450 pathway, heterocycle metabolic process, monoterpenoid metabolic process, steroid metabolic process, long-chain fatty acid metabolic process, xenobiotic metabolic process, xenobiotic catabolic process, omega-hydroxylase P450 pathway	iron ion binding, oxidoreductase activity, arachidonic acid epoxygenase activity, oxygen binding, steroid hydroxylase activity, enzyme binding, (S)-limonene 7-monooxygenase activity, long-chain fatty acid omega-1 hydroxylase activity, monooxygenase activity, heme binding, (S)-limonene 6-monooxygenase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen, aromatase activity, (R)-limonene 6-monooxygenase activity	intracellular membrane-bounded organelle, plasma membrane, endoplasmic reticulum membrane, cytoplasm
ENSG00000168056	LTBP3	1.0663693611111418	2.1274361415314707e-14	Molecules associated with elastic fibres, Signaling by TGFB family members, Signal Transduction, Extracellular matrix organization, TGF-beta receptor signaling activates SMADs, Elastic fibre formation, Signaling by TGF-beta Receptor Complex	transforming growth factor beta activation, transforming growth factor beta receptor signaling pathway, lung saccule development, chondrocyte differentiation, positive regulation of mesenchymal stem cell proliferation, positive regulation of mesenchymal stem cell differentiation, bone mineralization, bone morphogenesis, negative regulation of bone mineralization, positive regulation of bone resorption, bone remodeling, negative regulation of chondrocyte differentiation	calcium ion binding, protein binding, transforming growth factor beta binding	collagen-containing extracellular matrix, extracellular region, extracellular exosome
ENSG00000181458	TMEM45A	1.1351390972222424	3.0273343289522136e-14				
ENSG00000204389	HSPA1A	0.9747707430555864	3.148483182527785e-14	Viral Infection Pathways, HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand, Regulation of mRNA stability by proteins that bind AU-rich elements, Immune System, HSF1-dependent transactivation, Cellular responses to stress, Metabolism of RNA, Innate Immune System, Regulation of HSF1-mediated heat shock response, Influenza Infection, Disease, Neutrophil degranulation, Cellular responses to stimuli, Cellular response to heat stress, Export of Viral Ribonucleoproteins from Nucleus, AUF1 (hnRNP D0) binds and destabilizes mRNA, Infectious disease, Attenuation phase, Viral RNP Complexes in the Host Cell Nucleus	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway, cellular response to heat, signal transduction, regulation of protein ubiquitination, negative regulation of transcription by RNA polymerase II, chaperone cofactor-dependent protein refolding, negative regulation of inclusion body assembly, positive regulation of NF-kappaB transcription factor activity, positive regulation of erythrocyte differentiation, positive regulation of tumor necrosis factor-mediated signaling pathway, negative regulation of cell population proliferation, ATP metabolic process, chaperone-mediated protein complex assembly, cellular heat acclimation, negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway, response to unfolded protein, cellular response to unfolded protein, negative regulation of apoptotic process, protein stabilization, protein refolding, positive regulation of RNA splicing, viral entry into host cell, cellular response to steroid hormone stimulus, positive regulation of proteasomal ubiquitin-dependent protein catabolic process, lysosomal transport, negative regulation of cell growth, negative regulation of transforming growth factor beta receptor signaling pathway, positive regulation of gene expression, positive regulation of microtubule nucleation, negative regulation of extrinsic apoptotic signaling pathway in absence of ligand, regulation of mitotic spindle assembly, positive regulation of interleukin-8 production, negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway, positive regulation of endoribonuclease activity, mRNA catabolic process, cellular response to oxidative stress, negative regulation of protein ubiquitination	disordered domain specific binding, receptor ligand activity, ATP-dependent protein folding chaperone, signaling receptor binding, transcription corepressor activity, unfolded protein binding, heat shock protein binding, ubiquitin protein ligase binding, enzyme binding, cadherin binding, ATP binding, C3HC4-type RING finger domain binding, ATP hydrolysis activity, protein folding chaperone, virus receptor activity, G protein-coupled receptor binding, protein binding, ATP-dependent protein disaggregase activity, histone deacetylase binding, RNA binding, denatured protein binding, transcription regulator inhibitor activity, death receptor agonist activity, misfolded protein binding	nucleus, centrosome, focal adhesion, mitochondrion, protein-containing complex, extracellular space, ribonucleoprotein complex, extracellular region, vesicle, cytoplasm, cytosol, extracellular exosome, nuclear speck, ficolin-1-rich granule lumen, endoplasmic reticulum, aggresome, centriole, blood microparticle, nucleoplasm, inclusion body, perinuclear region of cytoplasm
ENSG00000106258	CYP3A5	-1.2359322777777493	6.271981246408007e-14	Metabolism, Biological oxidations, Phase I - Functionalization of compounds, Xenobiotics, Cytochrome P450 - arranged by substrate type, Aflatoxin activation and detoxification	oxidative demethylation, lipid hydroxylation, retinoic acid metabolic process, steroid metabolic process, aflatoxin metabolic process, xenobiotic metabolic process, xenobiotic catabolic process, estrogen metabolic process, alkaloid catabolic process, retinol metabolic process	iron ion binding, oxidoreductase activity, oxygen binding, monooxygenase activity, heme binding, aromatase activity, testosterone 6-beta-hydroxylase activity, retinoic acid 4-hydroxylase activity, protein binding, estrogen 16-alpha-hydroxylase activity	endoplasmic reticulum membrane, intracellular membrane-bounded organelle
