id_gen	symbol	log2FC_GCAt_vs_GCAn	adj-p-value_GCAt_vs_GCAn	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000163171	CDC42EP3	0.2610952984838723	0.008295937495653	0.5280776111111365	1.6014624765496529e-06	Signaling by Rho GTPases, RHO GTPase cycle, MAPK family signaling cascades, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, Signal Transduction, CDC42 GTPase cycle, MAPK6/MAPK4 signaling, RHOQ GTPase cycle	positive regulation of actin filament polymerization, signal transduction, positive regulation of pseudopodium assembly, Rho protein signal transduction, regulation of cell shape	small GTPase binding, cytoskeletal regulatory protein binding, protein binding	cytosol, actin cytoskeleton, endomembrane system, plasma membrane, cytoskeleton, cytoplasm
ENSG00000140937	CDH11	0.7311895043709686	1.7641233801767063e-11	0.8228529444444668	4.749967064124314e-16	Regulation of CDH11 Expression and Function, Cell junction organization, Regulation of CDH11 function, Regulation of Expression and Function of Type II Classical Cadherins, Regulation of Homotypic Cell-Cell Adhesion, Cell-Cell communication, Regulation of CDH11 mRNA translation by microRNAs, Cell-cell junction organization, Adherens junctions interactions, CDH11 homotypic and heterotypic interactions	cell morphogenesis, multicellular organism development, calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules, cell adhesion, cell migration, cell-cell junction assembly, cell-cell adhesion mediated by cadherin, negative regulation of cell migration, focal adhesion assembly, skeletal system development, aortic valve formation, modulation of chemical synaptic transmission, ossification, homophilic cell adhesion via plasma membrane adhesion molecules, adherens junction organization, corticospinal tract morphogenesis	cadherin binding, calcium ion binding	extracellular exosome, Schaffer collateral - CA1 synapse, catenin complex, glutamatergic synapse, plasma membrane, adherens junction, cytoplasm
ENSG00000079112	CDH17	1.366101553612899	1.8891360244922488e-08	1.0704706388889127	6.375127708301011e-05	Adherens junctions interactions, Cell-Cell communication, Cell junction organization, Cell-cell junction organization	cell morphogenesis, multicellular organism development, oligopeptide transport, cell adhesion, calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules, cell-cell junction assembly, germinal center B cell differentiation, oligopeptide transmembrane transport, cell-cell adhesion mediated by cadherin, marginal zone B cell differentiation, integrin-mediated signaling pathway, positive regulation of integrin activation by cell surface receptor linked signal transduction, homophilic cell adhesion via plasma membrane adhesion molecules, spleen development, adherens junction organization	integrin binding, cadherin binding, proton-dependent oligopeptide secondary active transmembrane transporter activity, calcium ion binding, protein binding	cell junction, nucleoplasm, basolateral plasma membrane, catenin complex, cell surface, plasma membrane, adherens junction
ENSG00000105388	CEACAM5	1.7402142534354803	4.462304160700505e-08	0.7612271111111326	0.0119654050255103	Metabolism of proteins, Post-translational protein modification, Post-translational modification: synthesis of GPI-anchored proteins, Cell surface interactions at the vascular wall, Hemostasis	negative regulation of apoptotic process, heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules, apoptotic process, homophilic cell adhesion via plasma membrane adhesion molecules, negative regulation of myotube differentiation, homotypic cell-cell adhesion, negative regulation of anoikis	GPI anchor binding, protein binding, protein homodimerization activity, identical protein binding	side of membrane, extracellular exosome, membrane, extracellular region, basolateral plasma membrane, cell surface, plasma membrane, apical plasma membrane
ENSG00000086548	CEACAM6	2.568369547943548	6.331611581126978e-15	1.6247381527778035	4.99734017438212e-07	Innate Immune System, Fibronectin matrix formation, Extracellular matrix organization, Immune System, Cell surface interactions at the vascular wall, Neutrophil degranulation, Hemostasis	positive regulation of heterotypic cell-cell adhesion, signal transduction, positive regulation of cell migration, heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules, apoptotic process, positive regulation of endothelial cell-matrix adhesion via fibronectin, homophilic cell adhesion via plasma membrane adhesion molecules, positive regulation of cell population proliferation, negative regulation of anoikis	protein heterodimerization activity, protein binding, identical protein binding	side of membrane, membrane, azurophil granule membrane, cell surface, plasma membrane, apical plasma membrane, extracellular space
ENSG00000117724	CENPF	0.4576064488387086	1.2515662714789488e-14	0.4667888333333465	4.5503711227263396e-11	M Phase, RHO GTPase Effectors, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, EML4 and NUDC in mitotic spindle formation, Mitotic Anaphase, Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal, Mitotic G2-G2/M phases, Resolution of Sister Chromatid Cohesion, RHO GTPases Activate Formins, Mitotic Spindle Checkpoint, Cell Cycle, Cell Cycle Checkpoints, Signal Transduction, Mitotic Prometaphase, Amplification of signal from the kinetochores, Cell Cycle, Mitotic, Separation of Sister Chromatids, Signaling by Rho GTPases, Polo-like kinase mediated events, Mitotic Metaphase and Anaphase, G2/M Transition	cell division, ventricular system development, response to xenobiotic stimulus, regulation of G2/M transition of mitotic cell cycle, mitotic cell cycle, negative regulation of DNA-templated transcription, kidney development, protein transport, kinetochore assembly, cell differentiation, mitotic spindle assembly checkpoint signaling, chromosome segregation, metaphase plate congression, muscle organ development, DNA biosynthetic process, regulation of striated muscle tissue development	dynein complex binding, protein homodimerization activity, DNA-binding transcription factor binding, microtubule binding, protein binding, chromatin binding	nucleus, nuclear envelope, kinetochore, ciliary transition fiber, outer kinetochore, ciliary basal body, axoneme, midbody, cytoplasm, pronucleus, cytosol, spindle pole, chromosome, centromeric region, nuclear membrane, nuclear matrix, spindle, nucleoplasm, centrosome, perinuclear region of cytoplasm
ENSG00000138180	CEP55	1.2435457706935482	8.964842274857565e-18	1.0144425138889082	1.490404269952734e-10		regulation of phosphatidylinositol 3-kinase signaling, mitotic cytokinesis, midbody abscission, cranial skeletal system development, mitotic metaphase plate congression, nucleus organization, establishment of protein localization	protein binding, identical protein binding	centriole, midbody, cleavage furrow, membrane, Flemming body, intercellular bridge, centrosome, cytoplasm
ENSG00000133048	CHI3L1	1.2873194438790296	4.839468166698095e-16	1.1678794375000257	7.55419752364006e-09	Immune System, Innate Immune System, Neutrophil degranulation	positive regulation of angiogenesis, response to mechanical stimulus, chitin catabolic process, inflammatory response, positive regulation of peptidyl-threonine phosphorylation, positive regulation of interleukin-8 production, positive regulation of ERK1 and ERK2 cascade, response to tumor necrosis factor, cartilage development, response to interleukin-6, cellular response to tumor necrosis factor, response to interleukin-1, apoptotic process, lung development, positive regulation of protein kinase B signaling, carbohydrate metabolic process, activation of NF-kappaB-inducing kinase activity	chitinase activity, carbohydrate binding, extracellular matrix structural constituent, chitin binding, protein binding	extracellular exosome, extracellular region, endoplasmic reticulum, perinuclear region of cytoplasm, extracellular matrix, specific granule lumen, extracellular space, cytoplasm
ENSG00000173207	CKS1B	0.9862935805483836	7.827321659733319e-22	1.0121047361111335	8.010206157887615e-19	Cyclin E associated events during G1/S transition , Cyclin D associated events in G1, G1/S Transition, S Phase, Cyclin A:Cdk2-associated events at S phase entry, G1 Phase, Cell Cycle, Cell Cycle, Mitotic, SCF(Skp2)-mediated degradation of p27/p21, Mitotic G1 phase and G1/S transition	cell division, regulation of mitotic cell cycle, fibroblast proliferation, regulation of DNA-templated transcription, mitotic cell cycle phase transition	histone binding, cyclin-dependent protein serine/threonine kinase activator activity, ubiquitin binding, protein kinase binding, protein binding	SCF ubiquitin ligase complex, nucleoplasm, cyclin-dependent protein kinase holoenzyme complex
ENSG00000123975	CKS2	2.0450680194999986	4.131050271011645e-23	1.5284105277778073	6.980583135244844e-14		regulation of transcription by RNA polymerase II, cell division, regulation of mitotic cell cycle, fibroblast proliferation, meiosis I, mitotic cell cycle phase transition	histone binding, ubiquitin binding, cyclin-dependent protein serine/threonine kinase activator activity, protein kinase binding, protein binding, chromatin binding	SCF ubiquitin ligase complex, cyclin-dependent protein kinase holoenzyme complex
ENSG00000165215	CLDN3	2.0858894458306443	9.0672053339356e-22	1.6020511527778103	5.753724260886037e-14	Cell-Cell communication, Cell junction organization, Tight junction interactions, Cell-cell junction organization	positive regulation of protein phosphorylation, positive regulation of wound healing, positive regulation of metallopeptidase activity, calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules, response to hypoxia, negative regulation of wound healing, negative regulation of cell population proliferation, regulation of cell morphogenesis, cell junction maintenance, positive regulation of bicellular tight junction assembly, positive regulation of cell junction assembly, epithelial cell morphogenesis, bicellular tight junction assembly, cell adhesion, negative regulation of cell migration, establishment of endothelial blood-brain barrier, positive regulation of cell migration, negative regulation of gene expression, maintenance of blood-brain barrier, regulation of transepithelial transport, actin cytoskeleton organization, response to Gram-positive bacterium, response to ethanol, regulation of membrane permeability, positive regulation of gene expression	identical protein binding, structural molecule activity, protein binding, transmembrane signaling receptor activity	tight junction, membrane, cell-cell junction, apicolateral plasma membrane, lateral plasma membrane, bicellular tight junction, plasma membrane, apical junction complex, protein-containing complex
ENSG00000189143	CLDN4	1.5756309537741942	1.9415205187967943e-21	1.3721168055555824	1.9474784938576802e-15	Cell-Cell communication, Cell junction organization, Tight junction interactions, Cell-cell junction organization	bicellular tight junction assembly, cell adhesion, response to progesterone, positive regulation of cell migration, chloride transmembrane transport, positive regulation of wound healing, positive regulation of metallopeptidase activity, regulation of cell morphogenesis, calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules, establishment of skin barrier, circadian rhythm, renal absorption, female pregnancy	chloride channel activity, structural molecule activity, identical protein binding, transmembrane signaling receptor activity, protein binding	basal plasma membrane, tight junction, chloride channel complex, cell-cell junction, apicolateral plasma membrane, lateral plasma membrane, bicellular tight junction, plasma membrane, apical plasma membrane
ENSG00000181885	CLDN7	1.614521202758067	5.7578757498343705e-21	1.4224921527778065	2.8659277230521826e-13	Cell-Cell communication, Cell junction organization, Tight junction interactions, Cell-cell junction organization	negative regulation of apoptotic process, cell adhesion, bicellular tight junction assembly, negative regulation of protein-containing complex assembly, negative regulation of cell adhesion, calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules, response to ethanol, positive regulation of cell population proliferation, positive regulation of cell motility	structural molecule activity, identical protein binding, protein domain specific binding, protein binding, cell adhesion molecule binding	basolateral plasma membrane, apicolateral plasma membrane, lateral plasma membrane, bicellular tight junction, plasma membrane
ENSG00000122705	CLTA	0.3154914622741902	4.759330796096416e-05	0.2459126388889156	5.394329701348327e-05	Recycling pathway of L1, LDL clearance, EPH-ephrin mediated repulsion of cells, Viral Infection Pathways, Nervous system development, PCP/CE pathway, Gap junction degradation, Immune System, EPH-Ephrin signaling, Signaling by NTRKs, Gap junction trafficking, Adaptive Immune System, trans-Golgi Network Vesicle Budding, WNT5A-dependent internalization of FZD4, Axon guidance, Clathrin-mediated endocytosis, Golgi Associated Vesicle Biogenesis, L1CAM interactions, Gap junction trafficking and regulation, Plasma lipoprotein assembly, remodeling, and clearance, Signaling by NTRK1 (TRKA), Signaling by Receptor Tyrosine Kinases, Signal Transduction, VLDLR internalisation and degradation, WNT5A-dependent internalization of FZD2, FZD5 and ROR2, Developmental Biology, Retrograde neurotrophin signalling, Influenza Infection, Plasma lipoprotein clearance, Cargo recognition for clathrin-mediated endocytosis, Beta-catenin independent WNT signaling, Disease, Membrane Trafficking, MHC class II antigen presentation, Signaling by WNT, Formation of annular gap junctions, Infectious disease, Lysosome Vesicle Biogenesis, Entry of Influenza Virion into Host Cell via Endocytosis, Transport of small molecules, Vesicle-mediated transport	cell division, clathrin coat assembly, intracellular protein transport, clathrin-dependent endocytosis, cell cycle	clathrin heavy chain binding, molecular_function, structural molecule activity, GTPase binding, peptide binding, protein-containing complex binding, protein binding	cytosol, postsynaptic endocytic zone cytoplasmic component, presynaptic endocytic zone membrane, clathrin vesicle coat, membrane, clathrin coat of trans-Golgi network vesicle, synaptic vesicle membrane, clathrin complex, clathrin coat, cytoplasmic vesicle, plasma membrane, trans-Golgi network membrane, clathrin-coated endocytic vesicle, clathrin coat of coated pit, endolysosome membrane, spindle
ENSG00000123500	COL10A1	1.4491322225241945	9.668928018833485e-16	1.2406350833333637	6.999014265823961e-16	Integrin cell surface interactions, Collagen chain trimerization, Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, Degradation of the extracellular matrix, Extracellular matrix organization, Collagen degradation, Assembly of collagen fibrils and other multimeric structures, Collagen formation	extracellular matrix organization, skeletal system development	metal ion binding, extracellular matrix structural constituent conferring tensile strength, protein binding	collagen-containing extracellular matrix, extracellular region, collagen trimer, endoplasmic reticulum lumen, collagen type X trimer, extracellular space
ENSG00000060718	COL11A1	1.624872826451612	2.3557275237519702e-11	1.2292117708333503	1.2001090973443784e-12	Signaling by Receptor Tyrosine Kinases, Collagen chain trimerization, Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, MET promotes cell motility, Signal Transduction, MET activates PTK2 signaling, Degradation of the extracellular matrix, Extracellular matrix organization, Signaling by MET, Collagen degradation, Assembly of collagen fibrils and other multimeric structures, Collagen formation	cartilage condensation, inner ear morphogenesis, sensory perception of sound, chondrocyte development, collagen fibril organization, detection of mechanical stimulus involved in sensory perception of sound, ventricular cardiac muscle tissue morphogenesis, proteoglycan metabolic process, embryonic skeletal system morphogenesis, tendon development, endodermal cell differentiation, extracellular matrix organization, ossification, visual perception	protein-macromolecule adaptor activity, heparan sulfate binding, extracellular matrix structural constituent, heparin binding, metal ion binding, extracellular matrix binding, extracellular matrix structural constituent conferring tensile strength	collagen-containing extracellular matrix, collagen type XI trimer, extracellular region, endoplasmic reticulum lumen, extracellular space
ENSG00000182871	COL18A1	1.1511125757258078	5.785239642058508e-21	1.1413884652778004	8.545596733731444e-28	Laminin interactions, Integrin cell surface interactions, Collagen chain trimerization, Collagen biosynthesis and modifying enzymes, Degradation of the extracellular matrix, Extracellular matrix organization, Collagen degradation, Activation of Matrix Metalloproteinases, Assembly of collagen fibrils and other multimeric structures, Collagen formation	cell adhesion, negative regulation of cell population proliferation, response to xenobiotic stimulus, animal organ morphogenesis, collagen fibril organization, angiogenesis, skeletal system development, notochord development, response to hydrostatic pressure, visual perception, endothelial cell morphogenesis	metal ion binding, extracellular matrix structural constituent conferring tensile strength	collagen-containing extracellular matrix, basement membrane, extracellular exosome, extracellular region, collagen trimer, endoplasmic reticulum lumen, extracellular space
ENSG00000108821	COL1A1	1.4001535411290318	5.151672239579775e-19	1.954319756944476	4.040134194721226e-27	Collagen chain trimerization, Anchoring fibril formation, Immune System, Generic Transcription Pathway, Platelet Aggregation (Plug Formation), Cell surface interactions at the vascular wall, Adaptive Immune System, Hemostasis, Gene expression (Transcription), Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, RUNX2 regulates bone development, Platelet Adhesion to exposed collagen, RNA Polymerase II Transcription, GP1b-IX-V activation signalling, Signaling by Receptor Tyrosine Kinases, Syndecan interactions, Signal Transduction, MET activates PTK2 signaling, Degradation of the extracellular matrix, Extracellular matrix organization, Signaling by MET, Collagen degradation, Transcriptional regulation by RUNX2, Crosslinking of collagen fibrils, Assembly of collagen fibrils and other multimeric structures, Scavenging by Class A Receptors, Binding and Uptake of Ligands by Scavenger Receptors, Integrin cell surface interactions, MET promotes cell motility, GPVI-mediated activation cascade, Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, Platelet activation, signaling and aggregation, Collagen formation, Vesicle-mediated transport, ECM proteoglycans, RUNX2 regulates osteoblast differentiation	endochondral ossification, response to xenobiotic stimulus, cellular response to fibroblast growth factor stimulus, bone trabecula formation, extracellular matrix organization, visual perception, response to estradiol, response to hydrogen peroxide, response to steroid hormone, cellular response to transforming growth factor beta stimulus, protein localization to nucleus, response to mechanical stimulus, cellular response to mechanical stimulus, skin development, cellular response to vitamin E, intramembranous ossification, face morphogenesis, blood vessel development, response to insulin, negative regulation of cell-substrate adhesion, cellular response to tumor necrosis factor, embryonic skeletal system development, collagen-activated tyrosine kinase receptor signaling pathway, cellular response to retinoic acid, sensory perception of sound, tooth mineralization, osteoblast differentiation, positive regulation of cell migration, cellular response to fluoride, positive regulation of epithelial to mesenchymal transition, skeletal system development, ossification, cellular response to epidermal growth factor stimulus, collagen biosynthetic process, response to cAMP, cellular response to amino acid stimulus, skin morphogenesis, collagen fibril organization, cartilage development involved in endochondral bone morphogenesis, positive regulation of canonical Wnt signaling pathway, protein transport, positive regulation of DNA-templated transcription, response to hyperoxia	platelet-derived growth factor binding, identical protein binding, metal ion binding, protease binding, extracellular matrix structural constituent conferring tensile strength, protein binding	secretory granule, collagen-containing extracellular matrix, collagen type I trimer, extracellular region, endoplasmic reticulum lumen, extracellular space, cytoplasm
ENSG00000164692	COL1A2	2.267485560532254	5.651200333073299e-29	2.33881631250004	2.0369027127064505e-35	Collagen chain trimerization, Anchoring fibril formation, Immune System, Generic Transcription Pathway, Platelet Aggregation (Plug Formation), Cell surface interactions at the vascular wall, Signaling by Interleukins, Adaptive Immune System, Signaling by TGF-beta Receptor Complex, Hemostasis, Gene expression (Transcription), Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, Signaling by TGFB family members, Platelet Adhesion to exposed collagen, RNA Polymerase II Transcription, Interleukin-4 and Interleukin-13 signaling, GP1b-IX-V activation signalling, Signaling by Receptor Tyrosine Kinases, SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription, Syndecan interactions, Signal Transduction, MET activates PTK2 signaling, Degradation of the extracellular matrix, Extracellular matrix organization, Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer, Collagen degradation, Signaling by MET, Crosslinking of collagen fibrils, Assembly of collagen fibrils and other multimeric structures, Scavenging by Class A Receptors, Binding and Uptake of Ligands by Scavenger Receptors, Integrin cell surface interactions, MET promotes cell motility, GPVI-mediated activation cascade, Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, Cytokine Signaling in Immune system, Platelet activation, signaling and aggregation, Collagen formation, Vesicle-mediated transport, ECM proteoglycans	collagen metabolic process, cellular response to amino acid stimulus, protein heterotrimerization, skin morphogenesis, collagen fibril organization, odontogenesis, blood vessel development, bone mineralization, extracellular matrix assembly, skeletal system development, regulation of blood pressure, extracellular matrix organization, Rho protein signal transduction, transforming growth factor beta receptor signaling pathway	protein-macromolecule adaptor activity, platelet-derived growth factor binding, extracellular matrix structural constituent, identical protein binding, metal ion binding, protease binding, SMAD binding, extracellular matrix structural constituent conferring tensile strength, protein binding	collagen-containing extracellular matrix, collagen type I trimer, extracellular exosome, extracellular region, endoplasmic reticulum lumen, extracellular space
ENSG00000168542	COL3A1	1.7069390322580684	9.392577363556173e-24	1.6675273333333696	6.315519358866714e-29	Collagen chain trimerization, Nervous system development, Immune System, Adaptive Immune System, Signaling by PDGF, Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, Axon guidance, NCAM signaling for neurite out-growth, Signaling by Receptor Tyrosine Kinases, NCAM1 interactions, Syndecan interactions, Signal Transduction, MET activates PTK2 signaling, Degradation of the extracellular matrix, Extracellular matrix organization, Signaling by MET, Developmental Biology, Collagen degradation, Assembly of collagen fibrils and other multimeric structures, Scavenging by Class A Receptors, Binding and Uptake of Ligands by Scavenger Receptors, Integrin cell surface interactions, MET promotes cell motility, Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, Collagen formation, Vesicle-mediated transport, ECM proteoglycans	fibroblast proliferation, multicellular organism growth, chondrocyte differentiation, supramolecular fiber organization, cell-matrix adhesion, extracellular matrix organization, aorta smooth muscle tissue morphogenesis, response to cytokine, endochondral bone morphogenesis, limb joint morphogenesis, skin development, platelet activation, digestive tract development, positive regulation of Rho protein signal transduction, heart development, peptide cross-linking, in utero embryonic development, cerebral cortex development, tissue homeostasis, negative regulation of neuron migration, negative regulation of immune response, integrin-mediated signaling pathway, layer formation in cerebral cortex, basement membrane organization, elastic fiber assembly, response to angiotensin, transforming growth factor beta1 production, wound healing, transforming growth factor beta receptor signaling pathway, response to radiation, cellular response to amino acid stimulus, collagen fibril organization, neuron migration, lung development	integrin binding, platelet-derived growth factor binding, extracellular matrix structural constituent, metal ion binding, protease binding, SMAD binding, extracellular matrix structural constituent conferring tensile strength, protein binding	collagen-containing extracellular matrix, extracellular region, endoplasmic reticulum lumen, collagen type III trimer, extracellular space
ENSG00000187498	COL4A1	1.4310896962661277	6.850815890602738e-20	1.6315477500000348	1.320780162862936e-31	Collagen chain trimerization, Nervous system development, Anchoring fibril formation, Signaling by PDGF, Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, Axon guidance, NCAM signaling for neurite out-growth, Signaling by Receptor Tyrosine Kinases, Laminin interactions, NCAM1 interactions, Signal Transduction, Degradation of the extracellular matrix, Extracellular matrix organization, Developmental Biology, Collagen degradation, Crosslinking of collagen fibrils, Assembly of collagen fibrils and other multimeric structures, Scavenging by Class A Receptors, Binding and Uptake of Ligands by Scavenger Receptors, Integrin cell surface interactions, Collagen formation, Vesicle-mediated transport, ECM proteoglycans	cellular response to amino acid stimulus, collagen-activated tyrosine kinase receptor signaling pathway, renal tubule morphogenesis, blood vessel morphogenesis, retinal blood vessel morphogenesis, neuromuscular junction development, basement membrane organization, extracellular matrix organization, epithelial cell differentiation, brain development, branching involved in blood vessel morphogenesis	platelet-derived growth factor binding, extracellular matrix structural constituent conferring tensile strength, protein binding, extracellular matrix structural constituent	collagen-containing extracellular matrix, basement membrane, extracellular region, collagen type IV trimer, endoplasmic reticulum lumen, extracellular space
ENSG00000134871	COL4A2	0.990816796282262	1.947283698875728e-09	1.4796603958333634	2.0103133233374048e-22	Collagen chain trimerization, Nervous system development, Anchoring fibril formation, Signaling by PDGF, Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, Axon guidance, NCAM signaling for neurite out-growth, Signaling by Receptor Tyrosine Kinases, Laminin interactions, NCAM1 interactions, Signal Transduction, Degradation of the extracellular matrix, Extracellular matrix organization, Developmental Biology, Collagen degradation, Crosslinking of collagen fibrils, Assembly of collagen fibrils and other multimeric structures, Scavenging by Class A Receptors, Binding and Uptake of Ligands by Scavenger Receptors, Integrin cell surface interactions, Collagen formation, Vesicle-mediated transport, ECM proteoglycans	response to activity, collagen-activated tyrosine kinase receptor signaling pathway, DNA-templated transcription, negative regulation of angiogenesis, angiogenesis, endodermal cell differentiation, extracellular matrix organization, cellular response to transforming growth factor beta stimulus	extracellular matrix structural constituent conferring tensile strength, protein binding, extracellular matrix structural constituent	collagen-containing extracellular matrix, basement membrane, extracellular exosome, extracellular region, collagen type IV trimer, endoplasmic reticulum lumen, extracellular space
ENSG00000130635	COL5A1	0.8615196838709673	3.835346125439962e-12	1.233980666666694	4.050762722800801e-18	Collagen chain trimerization, Nervous system development, Signaling by PDGF, Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, Axon guidance, NCAM signaling for neurite out-growth, Signaling by Receptor Tyrosine Kinases, NCAM1 interactions, Syndecan interactions, Signal Transduction, MET activates PTK2 signaling, Degradation of the extracellular matrix, Extracellular matrix organization, Signaling by MET, Developmental Biology, Collagen degradation, Assembly of collagen fibrils and other multimeric structures, Integrin cell surface interactions, MET promotes cell motility, Collagen formation, ECM proteoglycans	collagen biosynthetic process, cell adhesion, cell migration, skin development, regulation of cellular component organization, collagen fibril organization, blood vessel development, tendon development, supramolecular fiber organization, wound healing, spreading of epidermal cells, integrin biosynthetic process, eye morphogenesis, heart morphogenesis, negative regulation of endodermal cell differentiation	integrin binding, platelet-derived growth factor binding, heparin binding, metal ion binding, proteoglycan binding, extracellular matrix structural constituent conferring tensile strength, protein binding	collagen-containing extracellular matrix, basement membrane, collagen type XI trimer, extracellular region, collagen type V trimer, endoplasmic reticulum lumen, extracellular space
ENSG00000204262	COL5A2	1.861364816588713	1.8004125437109653e-25	1.88194200000002	2.7416664748884666e-29	Collagen chain trimerization, Nervous system development, Signaling by PDGF, Collagen biosynthesis and modifying enzymes, Non-integrin membrane-ECM interactions, Axon guidance, NCAM signaling for neurite out-growth, Signaling by Receptor Tyrosine Kinases, NCAM1 interactions, Syndecan interactions, Signal Transduction, MET activates PTK2 signaling, Degradation of the extracellular matrix, Extracellular matrix organization, Signaling by MET, Developmental Biology, Collagen degradation, Assembly of collagen fibrils and other multimeric structures, Integrin cell surface interactions, MET promotes cell motility, Collagen formation, ECM proteoglycans	cellular response to amino acid stimulus, skin development, collagen fibril organization, extracellular matrix organization, skeletal system development, ossification, eye morphogenesis, negative regulation of endodermal cell differentiation	metal ion binding, extracellular matrix structural constituent conferring tensile strength, SMAD binding	collagen-containing extracellular matrix, collagen type XI trimer, extracellular region, collagen type V trimer, extracellular matrix, endoplasmic reticulum lumen, extracellular space
ENSG00000142173	COL6A2	0.5878438776854917	0.0003754074297737	1.033343715277805	1.5877012193378294e-13	Signaling by Receptor Tyrosine Kinases, Integrin cell surface interactions, Signaling by PDGF, NCAM1 interactions, Collagen chain trimerization, Collagen biosynthesis and modifying enzymes, Nervous system development, Signal Transduction, Axon guidance, Degradation of the extracellular matrix, Extracellular matrix organization, Developmental Biology, Collagen degradation, NCAM signaling for neurite out-growth, Assembly of collagen fibrils and other multimeric structures, Collagen formation, ECM proteoglycans	cell adhesion, response to glucose	extracellular matrix structural constituent conferring tensile strength, collagen binding, protein binding	collagen-containing extracellular matrix, extracellular exosome, extracellular space, extracellular region, extracellular vesicle, collagen trimer, endoplasmic reticulum lumen, sarcolemma, protein-containing complex
ENSG00000163359	COL6A3	1.559014197661293	7.446277377360548e-17	1.8063276250000355	9.069725000628749e-28	Signaling by Receptor Tyrosine Kinases, Integrin cell surface interactions, Signaling by PDGF, NCAM1 interactions, Collagen chain trimerization, Collagen biosynthesis and modifying enzymes, Nervous system development, Signal Transduction, Axon guidance, Degradation of the extracellular matrix, Extracellular matrix organization, Developmental Biology, Collagen degradation, NCAM signaling for neurite out-growth, Assembly of collagen fibrils and other multimeric structures, Collagen formation, ECM proteoglycans	negative regulation of peptidase activity, cell adhesion, muscle organ development, response to glucose	extracellular matrix structural constituent conferring tensile strength, serine-type endopeptidase inhibitor activity	collagen-containing extracellular matrix, extracellular exosome, extracellular region, collagen type VI trimer, extracellular vesicle, extracellular matrix, endoplasmic reticulum lumen, sarcolemma, extracellular space
ENSG00000110880	CORO1C	0.8415297727258064	3.57669478455371e-09	1.0367691527778131	1.6849441035979988e-20		signal transduction, negative regulation of protein kinase activity by regulation of protein phosphorylation, endosome fission, negative regulation of epithelial cell migration, negative regulation of focal adhesion assembly, regulation of fibroblast migration, negative regulation of protein phosphorylation, positive regulation of lamellipodium morphogenesis, endosomal transport, regulation of focal adhesion assembly, corpus callosum development, membrane fission, neural crest cell migration, phagocytosis, endosome membrane tubulation, negative regulation of substrate adhesion-dependent cell spreading, regulation of ruffle assembly, regulation of epithelial cell migration, ventricular system development, activation of GTPase activity, establishment of protein localization, regulation of substrate adhesion-dependent cell spreading, regulation of protein phosphorylation, actin filament organization	small GTPase binding, actin filament binding, protein binding	synapse, cell cortex, actin cytoskeleton, endosome membrane, focal adhesion, lateral plasma membrane, sarcomere, vesicle, sarcolemma, lamellipodium, flotillin complex, ruffle membrane
ENSG00000124207	CSE1L	0.9607481426612914	3.0208951861184964e-22	0.9434278611111306	1.9699505230317155e-20		protein export from nucleus, protein import into nucleus	small GTPase binding, nuclear export signal receptor activity, protein binding	cytosol, extracellular exosome, nucleus, membrane, nucleoplasm, nuclear envelope, cytoplasm
ENSG00000170373	CST1	2.082040196903224	3.78411158090286e-15	1.8274288055555807	4.905723207962775e-13		detection of chemical stimulus involved in sensory perception of bitter taste, negative regulation of cysteine-type endopeptidase activity	cysteine-type endopeptidase inhibitor activity, protein binding	vesicle, extracellular space, cytoplasm
