id_gen	symbol	log2FC_GCAt_vs_GCAn	adj-p-value_GCAt_vs_GCAn	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000145824	CXCL14	-0.6040603922580683	0.008964136941426	-1.3892245416666391	3.707258778781785e-12		signal transduction, cell chemotaxis, cell-cell signaling, antimicrobial humoral immune response mediated by antimicrobial peptide, chemotaxis	protein binding, chemokine activity	extracellular space, Golgi apparatus
ENSG00000159348	CYB5R1	-1.0184498188225817	1.3882062813258832e-23	-0.868625055555535	1.955248013146084e-20	Platelet degranulation , O2/CO2 exchange in erythrocytes, Transport of small molecules, Platelet activation, signaling and aggregation, Erythrocytes take up carbon dioxide and release oxygen, Response to elevated platelet cytosolic Ca2+, Hemostasis	bicarbonate transport, sterol biosynthetic process	FAD binding, protein binding, cytochrome-b5 reductase activity, acting on NAD(P)H	cytosol, extracellular exosome, platelet alpha granule membrane, membrane, plasma membrane, mitochondrion, endoplasmic reticulum membrane
ENSG00000108242	CYP2C18	-1.0754137906774217	6.899663369303413e-11	-1.584660763888868	7.978845169714291e-19	Metabolism, Biological oxidations, Phase I - Functionalization of compounds, Xenobiotics, Cytochrome P450 - arranged by substrate type	epoxygenase P450 pathway, retinoic acid metabolic process, xenobiotic metabolic process, linoleic acid metabolic process, retinol metabolic process	iron ion binding, arachidonic acid epoxygenase activity, oxygen binding, monooxygenase activity, heme binding, aromatase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen, linoleic acid epoxygenase activity, retinoic acid 4-hydroxylase activity	intracellular membrane-bounded organelle, plasma membrane, endoplasmic reticulum membrane, cytoplasm
ENSG00000165841	CYP2C19	-0.2815178154838706	2.775363885802144e-08	-0.4234729861110908	1.5330376171773965e-14	CYP2E1 reactions, Metabolism, Arachidonic acid metabolism, Aspirin ADME, Biological oxidations, Phase I - Functionalization of compounds, Xenobiotics, Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE), Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET), Fatty acid metabolism, Cytochrome P450 - arranged by substrate type, Drug ADME, Metabolism of lipids	epoxygenase P450 pathway, heterocycle metabolic process, monoterpenoid metabolic process, steroid metabolic process, long-chain fatty acid metabolic process, xenobiotic metabolic process, xenobiotic catabolic process, omega-hydroxylase P450 pathway	iron ion binding, oxidoreductase activity, arachidonic acid epoxygenase activity, oxygen binding, steroid hydroxylase activity, enzyme binding, (S)-limonene 7-monooxygenase activity, long-chain fatty acid omega-1 hydroxylase activity, monooxygenase activity, heme binding, (S)-limonene 6-monooxygenase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen, aromatase activity, (R)-limonene 6-monooxygenase activity	intracellular membrane-bounded organelle, plasma membrane, endoplasmic reticulum membrane, cytoplasm
ENSG00000138109	CYP2C9	-0.9173281285322572	4.638908810901457e-13	-1.3471014166666435	4.84932278607914e-21	CYP2E1 reactions, Metabolism, Arachidonic acid metabolism, Aspirin ADME, Biological oxidations, Phase I - Functionalization of compounds, Xenobiotics, Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE), Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET), Fatty acid metabolism, Cytochrome P450 - arranged by substrate type, Biosynthesis of specialized proresolving mediators (SPMs), Biosynthesis of maresins, Metabolism of lipids, Biosynthesis of maresin-like SPMs, Drug ADME, Biosynthesis of DHA-derived SPMs	icosanoid biosynthetic process, oxidative demethylation, epoxygenase P450 pathway, amide metabolic process, urea metabolic process, monoterpenoid metabolic process, cholesterol metabolic process, steroid metabolic process, xenobiotic metabolic process, monocarboxylic acid metabolic process, xenobiotic catabolic process, estrogen metabolic process, long-chain fatty acid biosynthetic process, omega-hydroxylase P450 pathway	iron ion binding, oxidoreductase activity, arachidonic acid epoxygenase activity, steroid hydroxylase activity, (S)-limonene 7-monooxygenase activity, monooxygenase activity, heme binding, (S)-limonene 6-monooxygenase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen, aromatase activity, (R)-limonene 6-monooxygenase activity, caffeine oxidase activity, arachidonic acid 14,15-epoxygenase activity, arachidonic acid 11,12-epoxygenase activity	intracellular membrane-bounded organelle, plasma membrane, endoplasmic reticulum membrane, cytoplasm
ENSG00000106258	CYP3A5	-0.6886612835806458	0.0003256594523537	-1.2359322777777493	6.271981246408007e-14	Metabolism, Biological oxidations, Phase I - Functionalization of compounds, Xenobiotics, Cytochrome P450 - arranged by substrate type, Aflatoxin activation and detoxification	oxidative demethylation, lipid hydroxylation, retinoic acid metabolic process, steroid metabolic process, aflatoxin metabolic process, xenobiotic metabolic process, xenobiotic catabolic process, estrogen metabolic process, alkaloid catabolic process, retinol metabolic process	iron ion binding, oxidoreductase activity, oxygen binding, monooxygenase activity, heme binding, aromatase activity, testosterone 6-beta-hydroxylase activity, retinoic acid 4-hydroxylase activity, protein binding, estrogen 16-alpha-hydroxylase activity	endoplasmic reticulum membrane, intracellular membrane-bounded organelle
ENSG00000188120	DAZ1	-1.095861866137095	5.46061419414823e-08	-1.651718062499982	3.406789472792993e-10		spermatogenesis, 3'-UTR-mediated mRNA stabilization, positive regulation of translational initiation, cell differentiation	protein binding, mRNA 3'-UTR binding, translation activator activity	cytoplasm, protein-containing complex, nucleus
ENSG00000205944	DAZ2	-1.095861866137095	5.46061419414823e-08	-1.651718062499982	3.406789472792993e-10		positive regulation of translational initiation, single fertilization, 3'-UTR-mediated mRNA stabilization, spermatogenesis, cell differentiation	protein binding, mRNA 3'-UTR binding, RNA binding, translation activator activity	cytoplasm, protein-containing complex, nucleus
ENSG00000187191	DAZ3	-1.095861866137095	5.46061419414823e-08	-1.651718062499982	3.406789472792993e-10		spermatogenesis, 3'-UTR-mediated mRNA stabilization, positive regulation of translational initiation, cell differentiation	protein binding, mRNA 3'-UTR binding, translation activator activity	cytoplasm, protein-containing complex, nucleus
ENSG00000205916	DAZ4	-1.095861866137095	5.46061419414823e-08	-1.651718062499982	3.406789472792993e-10		spermatogenesis, 3'-UTR-mediated mRNA stabilization, positive regulation of translational initiation, cell differentiation	protein binding, mRNA 3'-UTR binding, translation activator activity	cytoplasm, protein-containing complex, nucleus
ENSG00000077044	DGKD	-1.2711968389516135	3.892809223191366e-23	-1.4046131249999778	1.4195624796342418e-37	Hemostasis, GPCR downstream signalling, Signal Transduction, Signaling by GPCR, G alpha (q) signalling events, Platelet activation, signaling and aggregation, Effects of PIP2 hydrolysis	endocytosis, phosphatidic acid biosynthetic process, signal transduction, intracellular signal transduction, positive regulation of clathrin-dependent endocytosis, platelet activation, protein transport, diacylglycerol metabolic process, lipid phosphorylation, negative regulation of protein kinase C signaling, protein kinase C-activating G protein-coupled receptor signaling pathway, positive regulation of epidermal growth factor receptor signaling pathway	kinase binding, identical protein binding, metal ion binding, protein heterodimerization activity, protein homodimerization activity, ATP binding, diacylglycerol binding, protein binding, ATP-dependent diacylglycerol kinase activity	cytosol, nucleus, cytoplasm, plasma membrane, clathrin-coated pit
ENSG00000116133	DHCR24	-0.6263548562580663	0.0001189946554298	-1.1370247222221934	9.114835334609917e-16	Cholesterol biosynthesis via desmosterol, Metabolism, Cholesterol biosynthesis via lathosterol, Metabolism of lipids, Cholesterol biosynthesis, Metabolism of steroids	response to oxidative stress, amyloid precursor protein catabolic process, plasminogen activation, negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, negative regulation of cell population proliferation, Ras protein signal transduction, male genitalia development, cholesterol biosynthetic process via lathosterol, skin development, steroid metabolic process, cholesterol biosynthetic process via desmosterol, regulation of neuron death, apoptotic process, protein localization, negative regulation of apoptotic process, tissue development, regulation of cell cycle, cholesterol biosynthetic process, response to hormone, membrane organization	delta24-sterol reductase activity, delta24(24-1) sterol reductase activity, enzyme binding, peptide antigen binding, FAD binding, protein binding, oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	nucleus, membrane, endoplasmic reticulum, Golgi membrane, endoplasmic reticulum membrane, cytoplasm
ENSG00000143196	DPT	-1.547167285209678	1.4437594564176596e-12	-0.8988358611110945	3.161910251824612e-06		cell adhesion, negative regulation of cell population proliferation, collagen fibril organization	protein binding, extracellular matrix structural constituent	collagen-containing extracellular matrix, extracellular space
ENSG00000137857	DUOX1	-1.3941607985725826	3.124649222732225e-15	-1.636229770833315	9.60317347420851e-28	Thyroxine biosynthesis, Metabolism of amine-derived hormones, Metabolism, Metabolism of amino acids and derivatives	cuticle development, hydrogen peroxide catabolic process, response to cAMP, cellular oxidant detoxification, defense response, response to oxidative stress, positive regulation of wound healing, hormone biosynthetic process, superoxide anion generation, positive regulation of cell motility, cytokine-mediated signaling pathway, hydrogen peroxide biosynthetic process, thyroid hormone generation	NAD(P)H oxidase H2O2-forming activity, NADP binding, superoxide-generating NAD(P)H oxidase activity, peroxidase activity, NADH oxidase H202-forming activity, heme binding, NADPH oxidase H202-forming activity, calcium ion binding, protein binding	NADPH oxidase complex, endoplasmic reticulum, cell surface, plasma membrane, cell leading edge, apical plasma membrane
ENSG00000140279	DUOX2	-1.2762818686290336	9.523065753408357e-09	-1.8523118055555328	2.024865831610644e-16	Thyroxine biosynthesis, Metabolism of amine-derived hormones, Metabolism, Metabolism of amino acids and derivatives	cuticle development, hydrogen peroxide catabolic process, response to cAMP, cellular oxidant detoxification, defense response, response to oxidative stress, response to virus, positive regulation of wound healing, hormone biosynthetic process, superoxide anion generation, positive regulation of cell motility, cytokine-mediated signaling pathway, hydrogen peroxide biosynthetic process, thyroid hormone generation	NAD(P)H oxidase H2O2-forming activity, superoxide-generating NAD(P)H oxidase activity, peroxidase activity, NADH oxidase H202-forming activity, heme binding, NADPH oxidase H202-forming activity, calcium ion binding, protein binding	cytosol, extracellular exosome, NADPH oxidase complex, anchoring junction, endoplasmic reticulum, cell surface, plasma membrane, apical part of cell, cell leading edge, apical plasma membrane
ENSG00000120875	DUSP4	-0.7654251470564546	1.1643262891686027e-05	-1.248189493055535	1.1136834959559622e-16	Toll Like Receptor 3 (TLR3) Cascade, MyD88 cascade initiated on plasma membrane, Toll Like Receptor TLR1:TLR2 Cascade, MAPK family signaling cascades, Immune System, Toll Like Receptor 2 (TLR2) Cascade, Toll Like Receptor 9 (TLR9) Cascade, Interleukin-17 signaling, Signaling by NTRKs, MyD88:MAL(TIRAP) cascade initiated on plasma membrane, Signaling by Interleukins, MAPK1/MAPK3 signaling, MyD88 dependent cascade initiated on endosome, MAPK targets/ Nuclear events mediated by MAP kinases, Toll Like Receptor 10 (TLR10) Cascade, Toll Like Receptor 4 (TLR4) Cascade, Nuclear Events (kinase and transcription factor activation), RAF-independent MAPK1/3 activation, MyD88-independent TLR4 cascade , TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation, RAF/MAP kinase cascade, Signaling by NTRK1 (TRKA), Signaling by Receptor Tyrosine Kinases, Innate Immune System, ERKs are inactivated, Signal Transduction, TRIF(TICAM1)-mediated TLR4 signaling , Negative regulation of MAPK pathway, Toll Like Receptor 7/8 (TLR7/8) Cascade, MAP kinase activation, Toll-like Receptor Cascades, Toll Like Receptor TLR6:TLR2 Cascade, Cytokine Signaling in Immune system, Toll Like Receptor 5 (TLR5) Cascade, ERK/MAPK targets	negative regulation of ERK1 and ERK2 cascade, negative regulation of MAPK cascade, dephosphorylation, protein dephosphorylation, endoderm formation	myosin phosphatase activity, protein tyrosine phosphatase activity, MAP kinase tyrosine phosphatase activity, phosphatase activity, MAP kinase tyrosine/serine/threonine phosphatase activity, MAP kinase serine/threonine phosphatase activity, protein binding, protein tyrosine/threonine phosphatase activity	cytoplasm, nucleoplasm, nucleus
ENSG00000095203	EPB41L4B	-1.209066464306443	1.707186640542775e-11	-1.5300896388888692	4.788078641596178e-22		positive regulation of cell adhesion, positive regulation of keratinocyte migration, regulation of keratinocyte proliferation, wound healing, actomyosin structure organization, positive regulation of gene expression	structural constituent of cytoskeleton, cytoskeletal protein binding	cytosol, bicellular tight junction, plasma membrane, cytoskeleton, apical part of cell, cytoplasm
ENSG00000196482	ESRRG	-2.899368261596777	9.27972477622399e-31	-3.5720701111110884	5.0618913767032696e-42	Gene expression (Transcription), Generic Transcription Pathway, RNA Polymerase II Transcription, Nuclear Receptor transcription pathway	regulation of transcription by RNA polymerase II, positive regulation of transcription by RNA polymerase II, regulation of DNA-templated transcription, retinoic acid receptor signaling pathway, intracellular steroid hormone receptor signaling pathway, positive regulation of cold-induced thermogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific, sequence-specific double-stranded DNA binding, zinc ion binding, steroid binding, estrogen response element binding, protein binding, DNA-binding transcription factor activity, RNA polymerase II-specific, AF-2 domain binding, nuclear receptor activity, nuclear steroid receptor activity	nucleoplasm, chromatin, nucleus
ENSG00000103089	FA2H	-1.143085929129036	1.6184457241883315e-09	-1.5260114027777574	4.970072384729593e-19	Sphingolipid metabolism, Sphingolipid de novo biosynthesis, Metabolism, Metabolism of lipids	regulation of sebum secreting cell proliferation, lipid modification, ceramide biosynthetic process, central nervous system myelin maintenance, fatty acid biosynthetic process, regulation of acinar cell proliferation, sebaceous gland cell differentiation, plasma membrane raft organization, fatty acid metabolic process, peripheral nervous system myelin maintenance, establishment of skin barrier, glucosylceramide biosynthetic process, sphingolipid biosynthetic process, galactosylceramide biosynthetic process, regulation of hair cycle	iron ion binding, fatty acid alpha-hydroxylase activity, protein binding, heme binding	membrane, endoplasmic reticulum, endoplasmic reticulum membrane
ENSG00000168309	FAM107A	-1.005426611556449	8.707540452441955e-22	-0.7230647222222082	7.928998958263898e-15		positive regulation of protein ubiquitination, cellular response to nutrient levels, regulation of microtubule cytoskeleton organization, actin filament bundle assembly, positive regulation of cell migration, regulation of actin cytoskeleton organization, cellular response to glucocorticoid stimulus, negative regulation of focal adhesion assembly, cell cycle, regulation of cell growth, negative regulation of long-term synaptic potentiation, regulation of protein stability, actin filament polymerization, cognition, negative regulation of G1/S transition of mitotic cell cycle	actin binding, molecular_function, protein binding	synapse, nuclear speck, nucleus, ruffle membrane, stress fiber, neuron projection, actin cytoskeleton, focal adhesion, cytoplasm
ENSG00000165140	FBP1	-0.5611680937580612	4.495669236120678e-05	-1.0170712777777542	1.407689201191335e-13	Glucose metabolism, Gluconeogenesis, Metabolism, Metabolism of carbohydrates	negative regulation of transcription by RNA polymerase II, cellular response to phorbol 13-acetate 12-myristate, gluconeogenesis, cellular response to cAMP, regulation of gluconeogenesis, dephosphorylation, cellular response to insulin stimulus, cellular response to xenobiotic stimulus, fructose metabolic process, cellular hypotonic salinity response, negative regulation of Ras protein signal transduction, cellular response to magnesium ion, fructose 1,6-bisphosphate metabolic process, negative regulation of glycolytic process, fructose 6-phosphate metabolic process, cellular response to raffinose, cellular hyperosmotic salinity response, sucrose biosynthetic process, response to nutrient levels, negative regulation of cell growth	RNA polymerase II-specific DNA-binding transcription factor binding, AMP binding, monosaccharide binding, identical protein binding, metal ion binding, fructose 1,6-bisphosphate 1-phosphatase activity, protein binding	cytoplasm, cytosol, extracellular exosome, nucleus
ENSG00000130957	FBP2	-1.1462467540483887	9.392577363556173e-24	-1.1872781527777576	2.234998632768969e-34	Glucose metabolism, Gluconeogenesis, Metabolism, Metabolism of carbohydrates	fructose 6-phosphate metabolic process, fructose metabolic process, gluconeogenesis, fructose 1,6-bisphosphate metabolic process, sucrose biosynthetic process	metal ion binding, fructose 1,6-bisphosphate 1-phosphatase activity, protein binding, identical protein binding	cytosol, extracellular exosome, Z disc, nucleus, anchoring junction, plasma membrane, cytoplasm
ENSG00000275395	FCGBP	-1.0992778896129058	7.149508835235375e-05	-1.6790172916666393	4.420275158453247e-10				extracellular matrix, extracellular exosome, extracellular space
ENSG00000088340	FER1L4	-0.4361576222177428	9.027399788994947e-11	-0.591751472222203	4.517835849223027e-22				
ENSG00000171557	FGG	-1.1803357735161288	5.214359735487796e-09	-0.7247877638888713	9.345768688015097e-05	GRB2:SOS provides linkage to MAPK signaling for Integrins , Toll Like Receptor TLR1:TLR2 Cascade, MAPK family signaling cascades, Metabolism of proteins, Immune System, Toll Like Receptor 2 (TLR2) Cascade, Post-translational protein phosphorylation, Platelet Aggregation (Plug Formation), MyD88:MAL(TIRAP) cascade initiated on plasma membrane, Signaling by moderate kinase activity BRAF mutants, MAPK1/MAPK3 signaling, Adaptive Immune System, Hemostasis, Diseases of signal transduction by growth factor receptors and second messengers, ER-Phagosome pathway, Toll Like Receptor 4 (TLR4) Cascade, Formation of Fibrin Clot (Clotting Cascade), Diseases of Immune System, Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs), Signaling downstream of RAS mutants, IRAK4 deficiency (TLR2/4), RAF/MAP kinase cascade, Oncogenic MAPK signaling, Paradoxical activation of RAF signaling by kinase inactive BRAF, Class I MHC mediated antigen processing & presentation, Innate Immune System, Signaling by BRAF and RAF1 fusions, Platelet degranulation , Signal Transduction, Extracellular matrix organization, MyD88 deficiency (TLR2/4), p130Cas linkage to MAPK signaling for integrins, Disease, Signaling by RAF1 mutants, Signaling by RAS mutants, Integrin cell surface interactions, Common Pathway of Fibrin Clot Formation, Toll-like Receptor Cascades, Integrin signaling, Regulation of TLR by endogenous ligand, Signaling by high-kinase activity BRAF mutants, MAP2K and MAPK activation, Toll Like Receptor TLR6:TLR2 Cascade, Post-translational protein modification, Platelet activation, signaling and aggregation, Antigen processing-Cross presentation, Diseases associated with the TLR signaling cascade, Response to elevated platelet cytosolic Ca2+	protein secretion, protein-containing complex assembly, positive regulation of exocytosis, cell-matrix adhesion, plasminogen activation, positive regulation of substrate adhesion-dependent cell spreading, positive regulation of heterotypic cell-cell adhesion, response to calcium ion, positive regulation of ERK1 and ERK2 cascade, platelet aggregation, negative regulation of endothelial cell apoptotic process, cellular response to interleukin-6, protein polymerization, negative regulation of extrinsic apoptotic signaling pathway via death domain receptors, positive regulation of protein secretion, positive regulation of peptide hormone secretion, positive regulation of vasoconstriction, platelet maturation, blood coagulation, fibrin clot formation, fibrinolysis, cellular response to interleukin-1	structural molecule activity, extracellular matrix structural constituent, identical protein binding, metal ion binding, signaling receptor binding, protein binding, cell adhesion molecule binding	collagen-containing extracellular matrix, extracellular exosome, platelet alpha granule lumen, blood microparticle, extracellular region, external side of plasma membrane, fibrinogen complex, cell surface, endoplasmic reticulum lumen, plasma membrane, platelet alpha granule, extracellular space
ENSG00000119782	FKBP1B	-0.4457036981935447	5.470818943318169e-07	-0.7356701111110899	2.2548301405223185e-17	Cardiac conduction, Ion channel transport, Ion homeostasis, Muscle contraction, Transport of small molecules, Stimuli-sensing channels	protein maturation by protein folding, negative regulation of ryanodine-sensitive calcium-release channel activity, positive regulation of axon regeneration, release of sequestered calcium ion into cytosol, regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion, regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum, response to hydrogen peroxide, negative regulation of insulin secretion involved in cellular response to glucose stimulus, response to redox state, calcium-mediated signaling using intracellular calcium source, protein peptidyl-prolyl isomerization, smooth muscle contraction, positive regulation of sequestering of calcium ion, 'de novo' protein folding, response to vitamin E, regulation of ryanodine-sensitive calcium-release channel activity, T cell proliferation, negative regulation of heart rate, protein refolding, neuronal action potential propagation, cell communication by electrical coupling involved in cardiac conduction, negative regulation of phosphoprotein phosphatase activity, positive regulation of cytosolic calcium ion concentration, negative regulation of release of sequestered calcium ion into cytosol, regulation of cytosolic calcium ion concentration, insulin secretion involved in cellular response to glucose stimulus	ryanodine-sensitive calcium-release channel activity, peptidyl-prolyl cis-trans isomerase activity, calcium channel inhibitor activity, transmembrane transporter binding, signaling receptor binding, protein binding, FK506 binding, cyclic nucleotide binding	cytosol, Z disc, calcium channel complex, membrane, sarcoplasmic reticulum membrane, cytoplasm
ENSG00000131781	FMO5	-1.1063620689274185	5.168444826789453e-12	-1.6061387430555405	3.191550306659243e-28		lipid metabolic process, regulation of cholesterol metabolic process, xenobiotic metabolic process, NADPH oxidation	NADP binding, hypotaurine dehydrogenase activity, monooxygenase activity, N,N-dimethylaniline monooxygenase activity, aldehyde oxidase activity, flavin adenine dinucleotide binding, NADPH oxidase H202-forming activity	cytosol, endoplasmic reticulum, endoplasmic reticulum membrane
ENSG00000110195	FOLR1	-1.101383948580641	7.076678417752452e-10	-1.4752461805555326	1.0185730109316764e-25	Asparagine N-linked glycosylation, Metabolism of proteins, Cargo concentration in the ER, Transport to the Golgi and subsequent modification, ER to Golgi Anterograde Transport, Post-translational protein modification, Membrane Trafficking, COPII-mediated vesicle transport, Vesicle-mediated transport, COPI-mediated anterograde transport	cell adhesion, receptor-mediated endocytosis, axon regeneration, anterior neural tube closure, cellular response to folic acid, fusion of sperm to egg plasma membrane involved in single fertilization, regulation of canonical Wnt signaling pathway, sperm-egg recognition, cardiac neural crest cell migration involved in outflow tract morphogenesis, neural crest cell migration involved in heart formation, pharyngeal arch artery morphogenesis, folic acid transport, folic acid metabolic process, heart looping, regulation of transforming growth factor beta receptor signaling pathway	folic acid receptor activity, protein binding, folic acid binding, signaling receptor activity	endosome, ER to Golgi transport vesicle membrane, clathrin-coated vesicle, nucleus, endoplasmic reticulum-Golgi intermediate compartment membrane, membrane, extracellular exosome, external side of plasma membrane, basolateral plasma membrane, brush border membrane, cell surface, plasma membrane, transport vesicle, Golgi membrane, apical plasma membrane, endoplasmic reticulum membrane
ENSG00000170345	FOS	-1.0012922242580604	3.542149718249713e-09	-0.5397163888888521	0.0022967097643701	Toll Like Receptor 3 (TLR3) Cascade, MyD88 cascade initiated on plasma membrane, Toll Like Receptor TLR1:TLR2 Cascade, FCERI mediated MAPK activation, Transcriptional Regulation by TP53, Extra-nuclear estrogen signaling, Immune System, Toll Like Receptor 2 (TLR2) Cascade, Generic Transcription Pathway, Toll Like Receptor 9 (TLR9) Cascade, Interleukin-17 signaling, Signaling by NTRKs, MyD88:MAL(TIRAP) cascade initiated on plasma membrane, Signaling by Interleukins, Gene expression (Transcription), Transcriptional Regulation by NPAS4, MyD88 dependent cascade initiated on endosome, MAPK targets/ Nuclear events mediated by MAP kinases, NPAS4 regulates expression of target genes, Toll Like Receptor 10 (TLR10) Cascade, Oxidative Stress Induced Senescence, Estrogen-dependent nuclear events downstream of ESR-membrane signaling, Toll Like Receptor 4 (TLR4) Cascade, Cellular responses to stress, Nuclear Events (kinase and transcription factor activation), Fc epsilon receptor (FCERI) signaling, Signaling by Nuclear Receptors, MyD88-independent TLR4 cascade , RNA Polymerase II Transcription, Interleukin-4 and Interleukin-13 signaling, TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation, Signaling by NTRK1 (TRKA), Signaling by Receptor Tyrosine Kinases, Innate Immune System, Signal Transduction, TRIF(TICAM1)-mediated TLR4 signaling , Cellular Senescence, Toll Like Receptor 7/8 (TLR7/8) Cascade, ESR-mediated signaling, MAP kinase activation, Cellular responses to stimuli, Toll-like Receptor Cascades, NGF-stimulated transcription, Toll Like Receptor TLR6:TLR2 Cascade, Cytokine Signaling in Immune system, Activation of the AP-1 family of transcription factors, Senescence-Associated Secretory Phenotype (SASP), Estrogen-dependent gene expression, TP53 Regulates Transcription of DNA Repair Genes, Toll Like Receptor 5 (TLR5) Cascade	response to xenobiotic stimulus, nervous system development, response to gravity, cellular response to phorbol 13-acetate 12-myristate, cellular response to reactive oxygen species, mononuclear cell differentiation, response to light stimulus, positive regulation of osteoclast differentiation, cellular response to zinc ion starvation, cellular response to prolactin, response to activity, SMAD protein signal transduction, cellular response to parathyroid hormone stimulus, skeletal muscle cell differentiation, response to insulin, response to immobilization stress, cellular response to tumor necrosis factor, response to lipopolysaccharide, cellular response to hypoxia, response to toxic substance, DNA methylation, response to progesterone, positive regulation of transcription by RNA polymerase II, response to muscle stretch, cellular response to calcium ion, transcription by RNA polymerase II, myoblast proliferation, osteoclast differentiation, integrated stress response signaling, transforming growth factor beta receptor signaling pathway, cellular response to epidermal growth factor stimulus, regulation of transcription by RNA polymerase II, response to cAMP, skeletal muscle cell proliferation, conditioned taste aversion, inflammatory response, positive regulation of miRNA transcription, cellular response to cadmium ion, response to corticosterone, positive regulation of DNA-templated transcription, response to ethanol, female pregnancy	RNA polymerase II core promoter sequence-specific DNA binding, DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II-specific DNA-binding transcription factor binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, transcription cis-regulatory region binding, sequence-specific double-stranded DNA binding, DNA-binding transcription factor activity, identical protein binding, transcription coregulator binding, R-SMAD binding, DNA-binding transcription factor activity, RNA polymerase II-specific, protein binding, chromatin binding	cytosol, RNA polymerase II transcription regulator complex, nucleus, nucleoplasm, protein-DNA complex, endoplasmic reticulum, transcription factor AP-1 complex, chromatin
ENSG00000125740	FOSB	-1.6310902543064485	2.255458475173611e-09	-0.5925964861110824	0.0110066125179105	Signaling by Receptor Tyrosine Kinases, Signal Transduction, Nuclear Events (kinase and transcription factor activation), NGF-stimulated transcription, Signaling by Nuclear Receptors, Estrogen-dependent gene expression, Signaling by NTRKs, ESR-mediated signaling, Signaling by NTRK1 (TRKA)	regulation of transcription by RNA polymerase II, positive regulation of transcription by RNA polymerase II, response to mechanical stimulus, response to progesterone, response to cAMP, cellular response to hormone stimulus, response to xenobiotic stimulus, cellular response to calcium ion, negative regulation of transcription by RNA polymerase II, response to corticosterone, transcription by RNA polymerase II, female pregnancy	DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific double-stranded DNA binding, DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, protein binding	nucleoplasm, chromatin, intracellular membrane-bounded organelle, nucleus
ENSG00000139629	GALNT6	-0.5550767238387113	0.0029618211793501	-1.321339513888864	4.313097944532927e-18	Metabolism of proteins, Post-translational protein modification, O-linked glycosylation of mucins, O-linked glycosylation	O-glycan processing, protein O-linked glycosylation, protein O-linked glycosylation via threonine	metal ion binding, polypeptide N-acetylgalactosaminyltransferase activity, protein binding, carbohydrate binding	Golgi membrane, Golgi apparatus, perinuclear region of cytoplasm
